CLIA	NPI	NPI_CLM_CNT	CLIA_CLM_CNT	TOTAL_CLM_CNT	NPI_FAC_NAME	NPI_ADDR_1	NPI_ADDR_2	NPI_CITY	NPI_STATE	NPI_ZIP	CLIA_FAC_NAME	CLIA_ADDR_1	CLIA_ADDR_2	CLIA_CITY	CLIA_STATE	CLIA_ZIP
	1194877324	1		1	CALIFORNIA CONVALESCENT CENTER 1 INC	909 S LAKE ST		LOS ANGELES	CA	900062113	NA	NA	NA	NA	NA	NA
	1194891051	7		7	REDWOOD CONVALESCENT HOSPITAL	22103 REDWOOD ROAD		CASTRO VALLEY	CA	94546	NA	NA	NA	NA	NA	NA
	1194892463	7,786		7,786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1194897363	2		2	MONTROSE HEALTHCARE CENTER	2123 VERDUGO BLVD	MONTROSE HEALTHCARE CENTER	MONTROSE	CA	910201628	NA	NA	NA	NA	NA	NA
	1194898205	8		8	MID-WILSHIRE HEALTHCARE CENTER	11210 LOWER AZUSA RD		EL MONTE	CA	917311412	NA	NA	NA	NA	NA	NA
	1336470111	11		11	OAK PARK HEALTHCARE, LLC	1625 OAK PARK BLVD		PLEASANT HILL	CA	945234487	NA	NA	NA	NA	NA	NA
	1336474493	9		9	KENSINGTON NATUROPATHIC MEDICAL CENTER	355 NEW BRITAIN RD		KENSINGTON	CT	060371318	NA	NA	NA	NA	NA	NA
	1194919324	14,631		14,631	MERCY MEDICAL PARTNERS NORTHERN REIGON LLC	1400 E 2ND ST		DEFIANCE	OH	435122440	NA	NA	NA	NA	NA	NA
	1194926550	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1194954784	7		7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1629080395	15		15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1194960856	12		12	PLEASANTMANOR SCC LLC	3650 S I 35		WAXAHACHIE	TX	751655427	NA	NA	NA	NA	NA	NA
	1336549500	5		5	SANTA ANA HEALTHCARE & WELLNESS CENTRE, LP	1209 HEMLOCK WAY		SANTA ANA	CA	927073609	NA	NA	NA	NA	NA	NA
	1194983478	3		3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1194994087	6		6	TRI-VALLEY SLEEP CENTER	5201 NORRIS CANYON RD	SUITE 120	SAN RAMON	CA	945835411	NA	NA	NA	NA	NA	NA
	1629089966	63		63	METROPLEX ADVENTIST HOSPITAL INC	2201 S CLEAR CREEK RD		KILLEEN	TX	765494110	NA	NA	NA	NA	NA	NA
	1205010105	5		5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205023967	2		2	BRAVO CARE OF ALTON INC	3490 HUMBERT RD		ALTON	IL	620027101	NA	NA	NA	NA	NA	NA
	1629099247	4		4	DIABETES AND METABOLISM SPECIALISTS	525 OAK CENTRE DR	SUITE 320	SAN ANTONIO	TX	782583944	NA	NA	NA	NA	NA	NA
	1629101449	40		40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205053600	4		4	ST. JUDE OPERATING COMPANY, LLC	6003 SE 136TH AVE		PORTLAND	OR	972364567	NA	NA	NA	NA	NA	NA
	1205063294	12,516		12,516	HISTOPATHOLOGY SERVICES LLC	156 ROUTE 59	SUITE B4	SUFFERN	NY	109015005	NA	NA	NA	NA	NA	NA
	1205089372	1		1	NORTHSIDE MEDICAL, INC.	211 GREENHILL BLVD NW		FORT PAYNE	AL	359673755	NA	NA	NA	NA	NA	NA
	1205089547	694		694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205090073	1,155		1,155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205120599	59		59	YARDLEY DERMATOLOGY ASSOCIATES, P.C.	903 FLORAL VALE BLVD		YARDLEY	PA	190675515	NA	NA	NA	NA	NA	NA
	1205124674	1,242		1,242	PREMIERTOX 2.0 INC.	128 DANIEL DR		DANVILLE	KY	404222527	NA	NA	NA	NA	NA	NA
	1205141033	2		2	PINNACLE HEALTH FACILITIES XXXI L P	601 ADAMS BLVD		BOULDER CITY	NV	890052219	NA	NA	NA	NA	NA	NA
	1629166129	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205164415	9		9	WELLINGTON COUNSELING & ASSOCIATES	12794 W FOREST HILL BLVD	SUITE 18B	WELLINGTON	FL	334144710	NA	NA	NA	NA	NA	NA
	1205191442	7		7	FLL DIAGNOSTICS, LLC	2331 NE 53RD ST		FT LAUDERDALE	FL	333083235	NA	NA	NA	NA	NA	NA
	1205205283	7		7	GENTOX LABORATORIES, LLC	1811 REES ST	SUITE C	BREAUX BRIDGE	LA	705174239	NA	NA	NA	NA	NA	NA
	1205210036	3		3	LABORATORY CORPORATION OF AMERICA	1951 W 25TH ST	SUITE F	YUMA	AZ	853646925	NA	NA	NA	NA	NA	NA
	1205220837	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205257664	3,282		3,282	CATHOLIC MEDICAL CENTER ANCILLARY HEALTH SERVICES LLC	100 MCGREGOR ST		MANCHESTER	NH	031023730	NA	NA	NA	NA	NA	NA
	1205802170	17		17	ANDREWS CENTER	2323 W FRONT ST		TYLER	TX	757027704	NA	NA	NA	NA	NA	NA
	1205809381	3		3	THE REDWOODS, A COMMUNITY OF SENIORS	40 CAMINO ALTO		MILL VALLEY	CA	949412943	NA	NA	NA	NA	NA	NA
	1205811221	14		14	SACRED HEART HOSPITAL OF THE HOSPITAL SISTERS-3RD ORDER OF ST FRANCIS	900 W CLAIREMONT AVE		EAU CLAIRE	WI	547016122	NA	NA	NA	NA	NA	NA
	1629260096	2		2	ARIZONA INSTITUTE OF UROLOGY PLLC	5670 N PROFESSIONAL PARK DR	100	TUCSON	AZ	857047878	NA	NA	NA	NA	NA	NA
	1205814894	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205821758	3		3	VETERANS HOME OF CALIFORNIA BARSTOW	100 VETERANS PKWY		BARSTOW	CA	923117003	NA	NA	NA	NA	NA	NA
	1205822236	3		3	YALE UNIVERSITY	800 HOWARD AVE	YALE PHYSICIANS BLDG	NEW HAVEN	CT	065191369	NA	NA	NA	NA	NA	NA
	1205824208	97		97	CHRISTUS HEALTH CENTRAL LOUISIANA	1635 MARVEL ST		COUSHATTA	LA	710199022	NA	NA	NA	NA	NA	NA
	1205824737	13,512		13,512	LAPEER REGIONAL MEDICAL CENTER	1375 N MAIN ST		LAPEER	MI	484461350	NA	NA	NA	NA	NA	NA
	1205826906	1		1	QUALITY LONG-TERM CARE INC.	14122 HUBBARD ST		SYLMAR	CA	913424712	NA	NA	NA	NA	NA	NA
	1205827151	1		1	CHRISTUS HEALTH CENTRAL LOUISIANA	3342 BIENVILLE RD		RINGGOLD	LA	710683242	NA	NA	NA	NA	NA	NA
	1205828373	4		4	NORTHGATE CARE CENTER, INC.	40 PROFESSIONAL PARKWAY		SAN RAFAEL	CA	949032703	NA	NA	NA	NA	NA	NA
	1205833241	127		127	PROGRESSIVE ACUTE CARE WINN LLC	301 W BOUNDARY AVE		WINNFIELD	LA	714833427	NA	NA	NA	NA	NA	NA
	1629417787	2		2	SOUTH LIMESTONE HOSPITAL DISTRICT	2620 COMMUNICATIONS PKWY		PLANO	TX	750938800	NA	NA	NA	NA	NA	NA
	1487770111	17		17	SOUTHWEST LTC KERRVILLE LTD.	2090 BANDERA HIGHWAY		KERRVILLE	TX	780286634	NA	NA	NA	NA	NA	NA
	1205839081	28		28	INDUSTRY CONVALESCENT HOSPITAL	555 S. EL ENCANTO RD		CITY OF INDUSTRY	CA	91745	NA	NA	NA	NA	NA	NA
	1346295755	75		75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205840147	5		5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205841632	7		7	PENN VILLAGE FACIITY OPERATIONS	51 ROUTE 204		SELINSGROVE	PA	178708066	NA	NA	NA	NA	NA	NA
	1346313749	35,706		35,706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1629496724	1,778		1,778	LODESTAR DIAGNOSTIC LABORATORY, INC.	11301 FALLBROOK DR STE 108		HOUSTON	TX	770654987	NA	NA	NA	NA	NA	NA
	1205860335	17		17	INDIANA UNIVERSITY HEALTH BLOOMINGTON INC	601 W 2ND ST		BLOOMINGTON	IN	474032317	NA	NA	NA	NA	NA	NA
	1346336435	990		990	WESTBURY MEDICAL CARE HOME, INC.	922 MCDONOUGH RD		JACKSON	GA	302331522	NA	NA	NA	NA	NA	NA
	1205874609	12		12	LIFE CARE CENTERS OF AMERICA, INC.	27600 ENCANTO DR		SUN CITY	CA	925863304	NA	NA	NA	NA	NA	NA
	1205878832	12		12	CENTER AT PARKWEST, INC.	6740 WILBUR AVE		RESEDA	CA	913355179	NA	NA	NA	NA	NA	NA
	1639116726	3		3	WEST FLORIDA REGIONAL MEDICAL CENTER, INC.	8383 N DAVIS HWY		PENSACOLA	FL	325146039	NA	NA	NA	NA	NA	NA
	1205882503	3		3	LAS CRUCES MEDICAL CENTER LLC	4311 E LOHMAN AVE		LAS CRUCES	NM	880118255	NA	NA	NA	NA	NA	NA
	1205884723	127		127	FRANKLIN PARISH HOSPITAL	2106 LOOP RD		WINNSBORO	LA	712953342	NA	NA	NA	NA	NA	NA
	1639123748	417		417	CONWAY MANOR, LLC	3300 4TH AVE		CONWAY	SC	295276002	NA	NA	NA	NA	NA	NA
	1205897220	5		5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205906989	5		5	COVENANT RETIREMENT COMMUNITIES WEST	2125 N OLIVE AVE		TURLOCK	CA	953821903	NA	NA	NA	NA	NA	NA
	1205909611	837		837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205913837	23		23	KINDRED NURSING CENTERS LIMITED PARTNERSHIP	853 LEXINGTON RD		HARRODSBURG	KY	403301260	NA	NA	NA	NA	NA	NA
	1205919339	39		39	TZIPPY CARE, INC.	2190 W ADAMS BLVD		LOS ANGELES	CA	900182039	NA	NA	NA	NA	NA	NA
	1639133002	27		27	JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL	200 SAINT CLAIR AVE		SAINT MARYS	OH	458852400	NA	NA	NA	NA	NA	NA
	1205929080	1		1	OAK TREE SURGERY CENTER, LLC	1931 OAK TREE RD		EDISON	NJ	08820	NA	NA	NA	NA	NA	NA
	1205932126	19		19	GORDON LANE HEALTHCARE LLC	1821 E CHAPMAN AVE		FULLERTON	CA	928314102	NA	NA	NA	NA	NA	NA
	1205944998	34		34	HOSPITAL SERVICE DISTRICT NO. 1 OF CALDWELL PARISH	484 COLLINS RD	SUITE A	COLUMBIA	LA	714183388	NA	NA	NA	NA	NA	NA
	1205946316	3		3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205946662	5		5	DOCTORS GROUP PC	327 CAPITAL AVE NE		BATTLE CREEK	MI	490173924	NA	NA	NA	NA	NA	NA
	1639174204	9		9	SHELBY COUNTY MEMORIAL HOSPITAL ASSOCIATION	915 MICHIGAN ST		SIDNEY	OH	453652401	NA	NA	NA	NA	NA	NA
	1639175078	59		59	ESKATON PROPERTIES, INC.	5318 MANZANITA AVE		CARMICHAEL	CA	956080512	NA	NA	NA	NA	NA	NA
	1205959525	607		607	HAHN MEDICAL PRACTICES INC	22347 NORTHWESTERN PIKE		ROMNEY	WV	267576343	NA	NA	NA	NA	NA	NA
	1205969904	100		100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1205978616	1,836		1,836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1639185457	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1639187412	9		9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1639199409	16		16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215008875	59		59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215011556	2		2	SAN GABRIEL CONVALESCENT CENTER INC	8035 HILL DR		ROSEMEAD	CA	917704116	NA	NA	NA	NA	NA	NA
	1215024674	1		1	SOUTHSIDE FAMILY MEDICAL GROUP, LLC	5955 S EMERSON AVE	SUITE 100	INDIANAPOLIS	IN	462372600	NA	NA	NA	NA	NA	NA
	1215038278	117		117	LEGEND GREENVILLE HEALTHCARE, LLC	2300 JACK FINNEY BLVD		GREENVILLE	TX	754023763	NA	NA	NA	NA	NA	NA
	1215040258	559		559	PATRICIA J HARRISON M D P C	300 SIOUX VALLEY DR		CHEROKEE	IA	510121205	NA	NA	NA	NA	NA	NA
	1639245467	3		3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215055256	12		12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215061833	13		13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215063656	568		568	LABORATORY CORPORATION OF AMERICA	1805 N JACKSON ST		TULLAHOMA	TN	373882290	NA	NA	NA	NA	NA	NA
	1215065883	3,549		3,549	MICHIGAN DEPT OF COMM HLTH	3350 N MARTIN LUTHER KING JR BLVD	STATE LABORATORY	LANSING	MI	489062978	NA	NA	NA	NA	NA	NA
	1215071832	4		4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1639282932	5		5	ATLANTA ENDOSCOPY CENTER	2665 N DECATUR RD	SUITE 545	DECATUR	GA	300336149	NA	NA	NA	NA	NA	NA
	1215091731	15		15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215109459	318		318	DICKSON OPERATOR LLC	901 N CHARLOTTE ST		DICKSON	TN	370551010	NA	NA	NA	NA	NA	NA
	1215112255	719		719	LAUREL BAYE HEALTHCARE OF LAKE LANIER, LLC	2451 PEACHTREE INDUSTRIAL BLVD		BUFORD	GA	305182418	NA	NA	NA	NA	NA	NA
	1215113014	10		10	JACKSON PARISH HOSPITAL	165 BEECH SPRINGS RD		JONESBORO	LA	712512013	NA	NA	NA	NA	NA	NA
	1639323595	216		216	ST. CHARLES SURGICAL HOSPITAL, LLC	1717 ST. CHARLES AVE		NEW ORLEANS	LA	701305223	NA	NA	NA	NA	NA	NA
	1215160486	201		201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215176102	3		3	KINDRED NURSING CENTERS EAST, L.L.C.	5460 CLEVELAND AVE		COLUMBUS	OH	432314005	NA	NA	NA	NA	NA	NA
	1215178058	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215190962	1		1	OVIEDO FAMILY HEALTH CENTER PA	808 EXECUTIVE DR		OVIEDO	FL	327657699	NA	NA	NA	NA	NA	NA
	1215202247	12		12	HUNTINGTON REPRODUCTIVE CENTER	11500 W OLYMPIC BLVD	SUITE 504	LOS ANGELES	CA	900641524	NA	NA	NA	NA	NA	NA
	1215202486	341		341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1356332837	5		5	GRACE PRESBYTERIAN MINISTRIES, INC.	550 E ANN ARBOR AVE		DALLAS	TX	752166718	NA	NA	NA	NA	NA	NA
	1215206826	1,784		1,784	CORINTH HEALTH CARE LLC	3511 CORINTH PARKWAY		CORINTH	TX	762085384	NA	NA	NA	NA	NA	NA
	1639422934	57		57	SOUTH STRAND INTERNISTS & URGENT CARE LLC	11405 OCEAN HWY		PAWLEYS ISLAND	SC	295858339	NA	NA	NA	NA	NA	NA
	1215216759	11,160		11,160	GOOD START GENETICS, INC.	237 PUTNAM AVE		CAMBRIDGE	MA	021393807	NA	NA	NA	NA	NA	NA
	1215219860	57,053		57,053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1356336861	5		5	AMBASSADOR HEALTHCARE, LLC	705 E MAIN ST		CENTERVILLE	IN	473309676	NA	NA	NA	NA	NA	NA
	1215262134	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215272406	847		847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215284724	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215286000	1		1	AARON GROTAS MD PLLC	1800 ROCKAWAY AVE	SUITE 212	HEWLETT	NY	11557	NA	NA	NA	NA	NA	NA
	1215302245	793		793	BEECHTREE DIAGNOSTICS, LLP	12351 S. GATEWAY PARK PLACE	SUITE D-700	DRAPER	UT	840209581	NA	NA	NA	NA	NA	NA
	1639502255	1,511		1,511	ADDICTION LABS OF AMERICA	500 WILSON PIKE CIR	STE. 320	BRENTWOOD	TN	370275252	NA	NA	NA	NA	NA	NA
	1215317979	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215318076	131		131	SOUTHEAST LAB SERVICES, LLC	270 CARPENTER DRIVE	SUITE 680	SANDY SPRINGS	GA	30328	NA	NA	NA	NA	NA	NA
	1215335625	1,929		1,929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215343140	66		66	PLANNED PARENTHOOD OF ILLINOIS	1200 N. LASALLE		CHICAGO	IL	606101913	NA	NA	NA	NA	NA	NA
	1356367270	1		1	APPALACHIAN REGIONAL HEALTHCARE INC.	476 LIBERTY RD		WEST LIBERTY	KY	414722049	NA	NA	NA	NA	NA	NA
	1215365432	5		5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215374491	504		504	STOCKDALE TX SNF MANAGEMENT LLC	300 W SALMON ST		STOCKDALE	TX	781605907	NA	NA	NA	NA	NA	NA
	1215908090	20		20	APPLE VALLEY CHRISTIAN CENTERS	11959 APPLE VALLEY ROAD		APPLE VALLEY	CA	923087507	NA	NA	NA	NA	NA	NA
	1215910286	1		1	COASTAL UROLOGY ASSOCIATES PA	446 JACK MARTIN BLVD		BRICK	NJ	087247733	NA	NA	NA	NA	NA	NA
	1215912910	4		4	DEL AMO GARDENS CONVALESCENT	22419 KENT AVE		TORRANCE	CA	905052303	NA	NA	NA	NA	NA	NA
	1649226028	1		1	FIVE STAR MONTEBELLO LLC	10500 ACADEMY RD NE		ALBUQUERQUE	NM	871117306	NA	NA	NA	NA	NA	NA
	1356389761	73		73	LIFE CARE CENTERS OF AMERICA, INC.	2600 S MAIN ST		CORONA	CA	928825941	NA	NA	NA	NA	NA	NA
	1356390009	42		42	USC INTERNAL MEDICINE, INC.	1520 SAN PABLO ST	SUITE 1000	LOS ANGELES	CA	900335310	NA	NA	NA	NA	NA	NA
	1215919154	200		200	PINNACLE HEALTH FACILITIES OF TEXAS V LP	1515 N ELM ST		LANCASTER	TX	751343241	NA	NA	NA	NA	NA	NA
	1215919709	256		256	MIONA GERIATRIC & DEMENTIA CENTER, LLC	201 POPLAR ST		IDEAL	GA	310416264	NA	NA	NA	NA	NA	NA
	1215920871	2		2	VINCENT-HAYLEY ENTERPRISES, INC.	1810 N FAIR OAKS AVE		PASADENA	CA	911031619	NA	NA	NA	NA	NA	NA
	1215921077	612		612	OUR LADY OF THE LAKE ASCENSION COMMUNITY HOSPITAL, INC.	1125 W HIGHWAY 30		GONZALES	LA	707375004	NA	NA	NA	NA	NA	NA
	1215921457	10		10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1780626408	273		273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215922570	19		19	UNITED CONVALESCENT FACILITIES, INC.	230 EAST ADAMS BOULEVARD		LOS ANGELES	CA	90011	NA	NA	NA	NA	NA	NA
	1215923594	1		1	CARE CENTER (PORTHAVEN), INC.	5330 NE PRESCOTT ST		PORTLAND	OR	972182158	NA	NA	NA	NA	NA	NA
	1215923727	2		2	SOUTHERN HILLS LLC	9105 BAIRD RD		SHREVEPORT	LA	711183300	NA	NA	NA	NA	NA	NA
	1356433049	1		1	CENTRAL IOWA HOSPITAL CORPORATION	700 E UNIVERSITY AVE		DES MOINES	IA	503162302	NA	NA	NA	NA	NA	NA
	1215930995	12		12	EISENBERG VILLAGE OF THE LOS ANGELES JEWISH HOME FOR THE AGING	18855 VICTORY BLVD		RESEDA	CA	913356445	NA	NA	NA	NA	NA	NA
	1215935366	1		1	MARION GENERAL HOSPITAL, INC.	1000 MCKINLEY PARK DR		MARION	OH	433026399	NA	NA	NA	NA	NA	NA
	1780639617	6		6	PEAK MEDICAL NEW MEXICO NO. 3, INC.	8100 PALOMAS AVE NE		ALBUQUERQUE	NM	871095264	NA	NA	NA	NA	NA	NA
	1215939335	1		1	KUAKINI MEDICAL CENTER	347 N KUAKINI ST		HONOLULU	HI	968172306	NA	NA	NA	NA	NA	NA
	1215941646	6		6	COFFEE COUNTY HOSPITAL GROUP, INC	481 INTERSTATE DR		MANCHESTER	TN	373553108	NA	NA	NA	NA	NA	NA
	1215942065	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215943915	7		7	HOSPITAL AUTHORITY OF JEFFERSON COUNTY AND THE CITY OF LOUISVILLE	1067 PEACHTREE ST		LOUISVILLE	GA	304341558	NA	NA	NA	NA	NA	NA
	1215958087	23		23	PINNACLE HEALTH FACILITIES OF TEXAS XIV LP	301 LINCOLN PARK DR		CLEBURNE	TX	760337016	NA	NA	NA	NA	NA	NA
	1215962204	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1649340167	449		449	GOODWILL NURSING HOME, INC	4373 HOUSTON AVE		MACON	GA	312062760	NA	NA	NA	NA	NA	NA
	1215968607	24		24	TOTAL NEURO CARE, P.C.	1513 VOORHIES AVE		BROOKLYN	NY	112353994	NA	NA	NA	NA	NA	NA
	1215969787	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215983275	159		159	LAUREL HEALTH CARE COMPANY OF WORTHINGTON	1030 HIGH ST		WORTHINGTON	OH	430854014	NA	NA	NA	NA	NA	NA
	1215987490	5		5	WACO GASTROENTEROLOGY ASSOCIATES	364 RICHLAND WEST CIR	SUITE A	WACO	TX	767127919	NA	NA	NA	NA	NA	NA
	1215988159	503		503	GGNSC BESSEMER LLC	820 GOLF COURSE RD		BESSEMER	AL	350226024	NA	NA	NA	NA	NA	NA
	1215988423	4		4	WESLEY GLEN, INC.	5155 N HIGH ST		COLUMBUS	OH	432141525	NA	NA	NA	NA	NA	NA
	1649375403	20		20	COVENANT RETIREMENT COMMUNITIES WEST	325 KEMPTON ST		SPRING VALLEY	CA	919775810	NA	NA	NA	NA	NA	NA
	1215989611	1		1	FAIRVIEW HOSPITAL	18101 LORAIN AVE		CLEVELAND	OH	441115612	NA	NA	NA	NA	NA	NA
	1215989769	7		7	GGNSC FRESNO LP	3672 N 1ST ST		FRESNO	CA	937266810	NA	NA	NA	NA	NA	NA
	1649388208	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215995584	386		386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1215996632	239		239	PARK PLACE SURGERY CENTER, LLC	4811 AMBASSADOR CAFFERY PKWY	SUITE 100	LAFAYETTE	LA	705086917	NA	NA	NA	NA	NA	NA
	1225019755	293		293	LEWIS HEALTH CARE FACILITY INC	23450 PINE SHADOW LANE		PORTER	TX	773650889	NA	NA	NA	NA	NA	NA
	1225025836	6		6	SANTA FE CONVALESCENT HOSPITAL INC	3294 SANTA FE AVE		LONG BEACH	CA	908102408	NA	NA	NA	NA	NA	NA
	1225028327	30		30	COMMUNITY CONVALESCENT HOSPITAL OF LA MESA LLC	8665 LA MESA BLVD		LA MESA	CA	919413903	NA	NA	NA	NA	NA	NA
	1225029366	13		13	MERCY RETIREMENT & CARE CENTER	3431 FOOTHILL BLVD		OAKLAND	CA	946013129	NA	NA	NA	NA	NA	NA
	1225030810	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225031495	1,802		1,802	MONROE SURGICAL HOSPITAL, LLC	2408 BROADMOOR BLVD.		MONROE	LA	71201	NA	NA	NA	NA	NA	NA
	1225034739	141		141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225035355	32		32	LABORATORY FOR KIDNEY PATHOLOGY INC	1916 PATTERSON ST	SUITE 501	NASHVILLE	TN	372032120	NA	NA	NA	NA	NA	NA
	1225036346	10,612		10,612	BUCHANAN GENERAL HOSPITAL, INC	1535 SLATE CREEK RD		GRUNDY	VA	246146974	NA	NA	NA	NA	NA	NA
	1649479213	207		207	NORTH TEXAS PATHOLOGY LABORATORIES LLC	7501 LAKEVIEW PKWY	STE 160	ROWLETT	TX	750889322	NA	NA	NA	NA	NA	NA
	1225042724	712		712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225047939	41		41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225051667	7		7	SANDHYA INC.	7025 CORLINE CT		SEBASTOPOL	CA	954724520	NA	NA	NA	NA	NA	NA
	1649548306	48		48	FOOTHILLS REHABILITATION CENTER LLC	2250 N CRAYCROFT RD		TUCSON	AZ	857122802	NA	NA	NA	NA	NA	NA
	1225074115	1		1	21ST CENTURY ONCOLOGY LLC	507 DEL PRADO BLVD S		CAPE CORAL	FL	339902618	NA	NA	NA	NA	NA	NA
	1649565219	512		512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225081516	2		2	GADSDEN REGIONAL MEDICAL CENTER LLC	1007 GOODYEAR AVE		GADSDEN	AL	359031195	NA	NA	NA	NA	NA	NA
	1225082209	76		76	EASTERN IDAHO HEALTH SERVICES, INC.	3100 CHANNING WAY		IDAHO FALLS	ID	834047533	NA	NA	NA	NA	NA	NA
	1649578642	133		133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225084346	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1649587270	2		2	ROPER ST. FRANCIS MOUNT PLEASANT HOSPITAL	3500 HIGHWAY 17 N		MOUNT PLEASANT	SC	294669123	NA	NA	NA	NA	NA	NA
	1649593609	18,262		18,262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225090947	12		12	ELMCREST CARE CENTER, LLC	3111 SANTA ANITA AVENUE		EL MONTE	CA	91733	NA	NA	NA	NA	NA	NA
	1649595141	8		8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225108780	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1649663048	175		175	QUICK TOX SCREEN 1 LLC	2920 MOTLEY DR	SUITE 800	MESQUITE	TX	751503471	NA	NA	NA	NA	NA	NA
	1649687724	15		15	SYNAPSE ANALYTICAL LABS LLC	209 MILLSTONE DR	SUITE A	HILLSBOROUGH	NC	272788776	NA	NA	NA	NA	NA	NA
	1225113442	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225119803	49		49	COURTYARD HEALTHCARE CENTER	1850 E 8TH ST		DAVIS	CA	956162502	NA	NA	NA	NA	NA	NA
	1225135585	8		8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1225139462	2		2	DOCTOR YIO MEDICAL SERVICE, PC	13619 41ST AVENUE		FLUSHING	NY	11355	NA	NA	NA	NA	NA	NA
	1225156888	5,395		5,395	AURORA HEALTH CARE SOUTHERN LAKES, INC.	10400 75TH ST		KENOSHA	WI	531427884	NA	NA	NA	NA	NA	NA
