CLIA	NPI	NPI_CLM_CNT	CLIA_CLM_CNT	TOTAL_CLM_CNT	NPI_FAC_NAME	NPI_CITY	NPI_STATE	CLIA_FAC_NAME	CLIA_CITY	CLIA_STATE
	1336461771	13		13	INTERVENTIONAL PAIN INSTITUTE, LLC	FESTUS	MO	NA	NA	NA
	1336463074	4		4	NA	NA	NA	NA	NA	NA
	1336464668	2,221		2,221	NA	NA	NA	NA	NA	NA
	1336468784	94		94	NA	NA	NA	NA	NA	NA
	1487607669	445		445	MOUNTAIN VIEW HOSPITAL, INC.	PAYSON	UT	NA	NA	NA
	1902852411	21		21	BEVERLY HEALTH AND REHABILITATION SERVICES, INC.	SAN JOSE	CA	NA	NA	NA
	1336491877	75		75	L5 MEDICAL HOLDINGS LLC DBA PAIN CARE CENTER OF LYNCHBURG	LYNCHBURG	VA	NA	NA	NA
	1336497072	84		84	NA	NA	NA	NA	NA	NA
	1760526289	1		1	GLENOAKS MEDICAL CENTER, INC.	GLENDALE	CA	NA	NA	NA
	1336534718	2		2	INDIANA CLINICAL LABORATORIES, LLC	INDIANAPOLIS	IN	NA	NA	NA
	1902878994	4		4	COMMUNITY HOWARD REGIONAL HEALTH, INC	KOKOMO	IN	NA	NA	NA
	1336556745	4		4	CERTIGEN LABORATORY,LLC	TULSA	OK	NA	NA	NA
	1336566082	47		47	FRANKLIN WOODS HEALTH CARE LLC	COLUMBUS	OH	NA	NA	NA
	1336571132	2		2	HARRAH WHITES MEADOWS NURSING, LLC	HARRAH	OK	NA	NA	NA
	1346202017	2		2	NA	NA	NA	NA	NA	NA
	1346204633	1		1	PINNACLE HEALTH FACILITIES OF TEXAS XI LP	BEAUMONT	TX	NA	NA	NA
	1346210515	24		24	WILLOW BROOK CHRISTIAN SERVICES	COLUMBUS	OH	NA	NA	NA
	1346222098	53		53	BEN BENNETT INC	RIVERSIDE	CA	NA	NA	NA
	1760599724	10		10	NA	NA	NA	NA	NA	NA
	1346225059	2		2	B&E CONVALESCENT CENTER INC.	GARDENA	CA	NA	NA	NA
	1346229192	38		38	UROLOGICAL ASSOCIATES PC	DAVENPORT	IA	NA	NA	NA
	1760618904	8		8	NA	NA	NA	NA	NA	NA
	1346232469	10		10	SAN BRUNO SKILLED NURSING HOSPITAL, INC.	SAN BRUNO	CA	NA	NA	NA
	1346233277	212,425		212,425	NA	NA	NA	NA	NA	NA
	1346236106	20		20	BRETHREN HILLCREST HOMES	LA VERNE	CA	NA	NA	NA
	1346239050	360		360	SENIOR MANAGEMENT SERVICES OF EL PASO SUNSET INC	EL PASO	TX	NA	NA	NA
	1346241460	2		2	WEST COAST HOSPITALS INC	WATSONVILLE	CA	NA	NA	NA
	1760670152	1		1	NA	NA	NA	NA	NA	NA
	1346244126	17		17	MERCY HEALTH-LOURDES HOSPITAL LLC	PADUCAH	KY	NA	NA	NA
	1346244217	1,447		1,447	NA	NA	NA	NA	NA	NA
	1346244845	17		17	LAKELAND SURGICAL & DIAGNOSTIC CENTER LLP	LAKELAND	FL	NA	NA	NA
	1487681631	8		8	GRANCELL VILLAGE OF THE LOS ANGELES JEWISH HOME FOR THE AGING	RESEDA	CA	NA	NA	NA
	1346247111	132		132	UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION, INC	LOUISVILLE	KY	NA	NA	NA
	1346247368	1		1	MERIDIAN HOSPITALS CORPORATION	NEPTUNE	NJ	NA	NA	NA
	1346248317	4		4	MAGNOLIA REGIONAL MEDICAL CENTER	MAGNOLIA	AR	NA	NA	NA
	1346248663	15		15	MARTHA JEFFERSON HOSPITAL	CHARLOTTESVILLE	VA	NA	NA	NA
	1760820070	123		123	OBX2 LABORATORIES, LLC	CARROLLTON	TX	NA	NA	NA
	1346251543	2		2	ST. LUKE'S EPISCOPAL PRESBYTERIAN HOSPITAL	CHESTERFIELD	MO	NA	NA	NA
	1760865745	2		2	NA	NA	NA	NA	NA	NA
	1346258274	9		9	B-SAN DIEGO, LLC	SAN DIEGO	CA	NA	NA	NA
	1346267424	196		196	STATE OF MISSOURI	JEFFERSON CITY	MO	NA	NA	NA
	1760875405	1		1	NA	NA	NA	NA	NA	NA
	1346273943	399		399	HALIFAX REGIONAL MEDICAL CENTER INC	ROANOKE RAPIDS	NC	NA	NA	NA
	1487734935	6		6	CANOGA HEALTHCARE INC.	CANOGA PARK	CA	NA	NA	NA
	1346280096	1,768		1,768	NA	NA	NA	NA	NA	NA
	1346283199	10		10	MANOR CARE OF DALLAS TX LLC	DALLAS	TX	NA	NA	NA
	1346289113	25		25	ST. JOSEPH TRANSITIONAL REHABILITATION CENTER, LLC	LAS VEGAS	NV	NA	NA	NA
	1770525529	191		191	GREENE COUNTY HEALTH CARE LLC	UNION POINT	GA	NA	NA	NA
	1346293750	3		3	SNH SE TENANT TRS, INC.	LAGUNA HILLS	CA	NA	NA	NA
	1629469804	85		85	NA	NA	NA	NA	NA	NA
	1346301611	2,162		2,162	W. PATRICK ZELLER MD LTD	WHEATON	IL	NA	NA	NA
	1770536740	84		84	BATES COUNTY MEMORIAL HOSPITAL	BUTLER	MO	NA	NA	NA
	1770537698	16		16	PHYSICIANS SURGERY CENTER OF FLORENCE LLC	FLORENCE	SC	NA	NA	NA
	1396813465	2		2	TRANQUILITY INCORPORATED	CONCORD	CA	NA	NA	NA
	1346321858	5		5	NA	NA	NA	NA	NA	NA
	1346328853	221		221	SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP	LOS ANGELES	CA	NA	NA	NA
	1912173352	52		52	HOSPITAL SERVICE DISTRICT #2 OF LASALLE PARISH	JENA	LA	NA	NA	NA
	1346346277	3		3	PARAMOUNT CONVALESCENT GROUP INC	PARAMOUNT	CA	NA	NA	NA
	1346346285	15		15	CITRUS NURSING CENTER	FONTANA	CA	NA	NA	NA
	1346351707	26		26	KINDRED NEVADA, LLC	LAS VEGAS	NV	NA	NA	NA
	1346365772	6		6	NA	NA	NA	NA	NA	NA
	1346382298	2		2	COVENANT CARE CALIFORNIA, LLC	OAKLAND	CA	NA	NA	NA
	1346386604	1		1	DIGESTIVE HEALTH CENTER LLC	AKRON	OH	NA	NA	NA
	1912237025	730		730	BRLI - GENPATH DIAGNOSTICS, INC	ELMWOOD PARK	NJ	NA	NA	NA
	1346408424	547		547	NA	NA	NA	NA	NA	NA
	1346408630	7		7	NA	NA	NA	NA	NA	NA
	1770568123	4		4	VHS ACQUISITION SUBSIDIARY NUMBER 3 INC	CHICAGO	IL	NA	NA	NA
	1346427259	20		20	QUEST DIAGNOSTICS LLC IL	CHICAGO	IL	NA	NA	NA
	1770575003	225		225	MEADOWS REGIONAL MEDICAL CENTER INC	VIDALIA	GA	NA	NA	NA
	1487995650	289		289	SAVANNAH OPCO, LLC	SAVANNAH	GA	NA	NA	NA
	1346472859	3		3	NA	NA	NA	NA	NA	NA
	1346474178	14		14	SLEEP & RESEARCH CENTERS OF SOUTHERN CALIFORNIA, LLC	LAGUNA HILLS	CA	NA	NA	NA
	1346475167	6,388		6,388	NA	NA	NA	NA	NA	NA
	1346475522	1		1	HEART HOSPITAL OF ACADIANA, LLC	ABBEVILLE	LA	NA	NA	NA
	1770604365	20		20	SSC DALLAS OPERATING COMPANY LLC	DALLAS	TX	NA	NA	NA
	1770616534	19		19	LABORATORY FOR STONE RESEARCH	NEWTON	MA	NA	NA	NA
	1770635864	1,868		1,868	BAYLOR COLLEGE OF MEDICINE, MEDICAL GENETICS LABS	HOUSTON	TX	NA	NA	NA
	1346530201	7		7	NA	NA	NA	NA	NA	NA
	1346532314	38		38	NA	NA	NA	NA	NA	NA
	1346544855	1,227		1,227	MODERN SENIOR LIVING LLC	DALLAS	TX	NA	NA	NA
	1770678617	1		1	CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY	PIKEVILLE	TN	NA	NA	NA
	1346548419	1		1	WHOLE WOMAN HEALTH LLC	DES MOINES	IA	NA	NA	NA
	1346550654	231		231	LAKEWEST SNF OPERATIONS, LLC	DALLAS	TX	NA	NA	NA
	1770689697	8		8	WYNGATE NURSING CENTER	TUJUNGA	CA	NA	NA	NA
	1346584026	2		2	NA	NA	NA	NA	NA	NA
	1346627270	721		721	NA	NA	NA	NA	NA	NA
	1770693954	217		217	SACRED HEART HEALTH SERVICES	YANKTON	SD	NA	NA	NA
	1346639838	25		25	CYPRUS CLINICAL LABS OF LOUISIANA LLC	BREAUX BRIDGE	LA	NA	NA	NA
	1346641875	180		180	EM1 LABS, LLC	FORT LAUDERDALE	FL	NA	NA	NA
	1346645330	159		159	INTEGRA LAB MANAGEMENT LLC	JUPITER	FL	NA	NA	NA
	1346645512	29		29	CLARIENT DIAGNOSTIC SERVICES, INC.	PASADENA	CA	NA	NA	NA
	1346648870	1		1	PRINCIPLE LABS LLC	BETHLEHEM	PA	NA	NA	NA
	1346656279	11		11	NA	NA	NA	NA	NA	NA
	1770748212	38		38	INSTITUTE FOR REPRODUCTIVE HEALTH	CINCINNATI	OH	NA	NA	NA
	1770751034	1		1	ADVANCE UROLOGY & CONTINENCE CENTER LLC	WAUSEON	OH	NA	NA	NA
	1346678398	1,280		1,280	THE REHABILITATION & WELLNESS CENTRE OF DALLAS, LLC	DALLAS	TX	NA	NA	NA
	1770766149	18		18	NA	NA	NA	NA	NA	NA
	1356306971	455		455	NA	NA	NA	NA	NA	NA
	1356307581	679		679	NEBRASKA MEDICAL CENTER	OMAHA	NE	NA	NA	NA
	1356308860	1		1	NA	NA	NA	NA	NA	NA
	1770818478	5		5	JSC LAKE HIGHLANDS OPERATIONS, LP	DALLAS	TX	NA	NA	NA
	1356322440	57		57	PROHEALTH CARE MEDICAL ASSOCIATES, INC.	WAUKESHA	WI	NA	NA	NA
	1770829806	9		9	FOREST HILLS HEALTH CARE	BROKEN ARROW	OK	NA	NA	NA
	1356325922	1		1	NA	NA	NA	NA	NA	NA
	1356331631	12		12	NA	NA	NA	NA	NA	NA
	1497755953	3		3	MID CAROLINA FAMILY MEDICINE, P.A.	TROY	NC	NA	NA	NA
	1770889891	27		27	NA	NA	NA	NA	NA	NA
	1356334197	3		3	ORLANDO CLARIZIO	SUNLAND	CA	NA	NA	NA
	1356334510	43		43	INDIANA REGIONAL MEDICAL CENTER	INDIANA	PA	NA	NA	NA
	1356336069	13		13	PASCO REGIONAL MEDICAL CENTER, LLC	DADE CITY	FL	NA	NA	NA
	1497770424	35		35	CONWAY REGIONAL MEDICAL CENTER INC	CONWAY	AR	NA	NA	NA
	1356336903	103		103	PRESTERA CENTER FOR MENTAL HEALTH	HUNTINGTON	WV	NA	NA	NA
	1356338503	20		20	HOPKINS COUNTY HOSPITAL DISTRICT	TYLER	TX	NA	NA	NA
	1356341077	1		1	MARY QUEEN AND MOTHER ASSOCIATION	SAINT LOUIS	MO	NA	NA	NA
	1356345706	2		2	GHC OF LA MESA, LLC	LA MESA	CA	NA	NA	NA
	1780009142	121		121	CRESTWOOD BEHAVIORAL HEALTH, INC.	VALLEJO	CA	NA	NA	NA
	1356354823	3,118		3,118	KELLER DERMATOPATHOLOGY MED GRP INC	OAKLAND	CA	NA	NA	NA
	1356356935	56		56	NA	NA	NA	NA	NA	NA
	1780015412	8		8	LIFEBACK	LAWRENCEVILLE	NJ	NA	NA	NA
	1356362586	2		2	ST LOUIS CHILDREN'S HOSPITAL	SAINT LOUIS	MO	NA	NA	NA
	1356366314	1		1	LEXINGTON COUNTY HEALTH SERVICE DISTRICT INC	WEST COLUMBIA	SC	NA	NA	NA
	1639573009	1		1	ASPIRUS MEDFORD HOSPITAL & CLINICS, INC.	ABBOTSFORD	WI	NA	NA	NA
	1356369318	1		1	QUEST DIAGNOSTICS CLINICAL LAB INC.	LINCOLN	NE	NA	NA	NA
	1356370159	6		6	CEDAR HOLDINGS, LLC	HIGHLAND	CA	NA	NA	NA
	1356370951	1		1	HCA HEALTH SERVICES OF OKLAHOMA INC	OKLAHOMA CITY	OK	NA	NA	NA
	1649220872	5		5	NA	NA	NA	NA	NA	NA
	1356382527	32		32	WASHINGTON UNIVERSITY	SAINT LOUIS	MO	NA	NA	NA
	1780076380	3		3	DIGESTIVE WELLNESS CLINIC, PLLC	LITTLE ROCK	AR	NA	NA	NA
	1922062082	38		38	BHC-SHELBY HOSPITALIST	ALABASTER	AL	NA	NA	NA
	1497849533	2		2	NA	NA	NA	NA	NA	NA
	1780612119	1		1	NA	NA	NA	NA	NA	NA
	1356390645	1		1	TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK	LUBBOCK	TX	NA	NA	NA
	1356391247	835		835	SACRED HEART ST MARYS HOSPITALS INC	RHINELANDER	WI	NA	NA	NA
	1356396360	198		198	CP NURSING, LLC	COLLEGE PARK	GA	NA	NA	NA
	1356411656	53		53	CRESTWOOD BEHAVIORAL HEALTH, INC.	SACRAMENTO	CA	NA	NA	NA
	1497876189	4		4	WK PIERREMONT FAMILY PHYSICIANS	SHREVEPORT	LA	NA	NA	NA
	1356421010	165		165	DERMATOLOGY CLINIC OF ST TAMMNAY INC	COVINGTON	LA	NA	NA	NA
	1780631390	6		6	NA	NA	NA	NA	NA	NA
	1780631432	70,490		70,490	VISALIA MEDICAL CLINIC, INC.	VISALIA	CA	NA	NA	NA
	1922095934	2		2	SISTERS OF ST. MARY OF OREGON - MARYVILLE CORPORATION	BEAVERTON	OR	NA	NA	NA
	1356438410	1		1	ATWATER MEDICAL GROUP	ATWATER	CA	NA	NA	NA
	1356443725	39		39	ST. BENEDICT HEALTH CENTER	PARKSTON	SD	NA	NA	NA
	1922106103	96		96	NA	NA	NA	NA	NA	NA
	1649278730	5		5	UPMC ALTOONA	ALTOONA	PA	NA	NA	NA
	1780641803	368		368	NEXION HEALTH AT MCKINNEY, INC	MCKINNEY	TX	NA	NA	NA
	1356454094	1		1	PHOENIX HEALTHCARE LLC	GROVE	OK	NA	NA	NA
	1780642827	2		2	SHORE NEUROLOGY, P.A.	TOMS RIVER	NJ	NA	NA	NA
	1356459564	40		40	NA	NA	NA	NA	NA	NA
	1356471650	448		448	FORT BEND LTC CORPORATION	ROSENBERG	TX	NA	NA	NA
	1356480545	1		1	NA	NA	NA	NA	NA	NA
	1780652115	57		57	NA	NA	NA	NA	NA	NA
	1780652164	10		10	ROCKDALE MEDICAL CENTER HOME HEALTH	CONYERS	GA	NA	NA	NA
	1356504393	1		1	HOLSTON NH OPERATIONS LLC	KINGSPORT	TN	NA	NA	NA
	1780658443	23		23	ST JOSEPH MERCY HOSPITAL	YPSILANTI	MI	NA	NA	NA
	1356536775	5		5	RICHLAND HOSPITAL SERVICE DISTRICT #1-B	RAYVILLE	LA	NA	NA	NA
	1780665356	72		72	GERI-CARE V, LLC	LANCASTER	CA	NA	NA	NA
	1356549695	12		12	CYNTHIA ROGERS MD PA	STUART	FL	NA	NA	NA
	1780668434	29		29	HENRY MAYO NEWHALL MEMORIAL HOSPITAL	VALENCIA	CA	NA	NA	NA
	1356630859	1,159		1,159	NA	NA	NA	NA	NA	NA
	1356643787	54		54	TASNEEM F SHAMIM MD, L.L.C	SOMERSET	NJ	NA	NA	NA
	1780674473	3		3	EL PASO OPERATIONS HEALTHCARE CENTER, L.P.	EL PASO	TX	NA	NA	NA
	1356665152	19		19	CAPE FEAR VALLEY HEALTH SYSTEM SPECIALTY GROUP, LLC	RAEFORD	NC	NA	NA	NA
	1356672927	4		4	NA	NA	NA	NA	NA	NA
	1356716815	2		2	SANTA FE HEIGHTS HEALTHCARE CENTER LLC	COMPTON	CA	NA	NA	NA
	1356725386	1		1	LABORATORY CORPORATION OF AMERICA HOLDINGS	FLORENCE	SC	NA	NA	NA
	1356746200	19		19	NA	NA	NA	NA	NA	NA
	1356747299	205		205	TRIPOINT DIAGNOSTICS	MORRISVILLE	NC	NA	NA	NA
	1356776710	77		77	GRANT REGIONAL HEALTH CENTER, INC	LANCASTER	WI	NA	NA	NA
	1356783344	2		2	NA	NA	NA	NA	NA	NA
	1356788897	19		19	ST TERESA NURSING AND REHABILITATION CENTER, LLC	EL PASO	TX	NA	NA	NA
	1922436310	13		13	SENTINEL LABORATORY, LLC	SCOTTSDALE	AZ	NA	NA	NA
	1366425308	1		1	WEST CARROLL HEALTH SYSTEMS LLC	OAK GROVE	LA	NA	NA	NA
	1366430415	17		17	NA	NA	NA	NA	NA	NA
	1780780296	105		105	FRANK C. ALARIO, MD, PC	BAYVILLE	NJ	NA	NA	NA
	1366438129	53		53	MARLORA INVESTMENTS, LLC	LONG BEACH	CA	NA	NA	NA
	1780801506	6		6	ALTA DERMATOLOGY GROUP LTD	MESA	AZ	NA	NA	NA
	1366439549	67		67	NA	NA	NA	NA	NA	NA
	1366440570	5		5	COMMUNITY PATHOLOGY LABORATORY LLC	COOKEVILLE	TN	NA	NA	NA
	1366440760	1		1	NA	NA	NA	NA	NA	NA
	1366444507	7		7	COMMUNITY MEDICAL CENTER	SCRANTON	PA	NA	NA	NA
	1366446718	2		2	SCANTIBODIES CLINICAL LABORATORY INC	SANTEE	CA	NA	NA	NA
	1366448946	247		247	NA	NA	NA	NA	NA	NA
	1780882761	18		18	NA	NA	NA	NA	NA	NA
	1366464976	689		689	MONTEZUMA HEALTH CARE CENTER LLC	MONTEZUMA	GA	NA	NA	NA
	1366466781	484		484	UAB MEDICAL WEST ASC LLC	BESSEMER	AL	NA	NA	NA
	1780923045	5		5	LONE STAR CIRCLE OF CARE	AUSTIN	TX	NA	NA	NA
	1780926964	3		3	TELECARE CORPORATION	SANTA CRUZ	CA	NA	NA	NA
	1780968107	342		342	DELTA REGIONAL HOLDINGS LLC	DUBLIN	GA	NA	NA	NA
	1366485161	292		292	NA	NA	NA	NA	NA	NA
	1366486979	6		6	MOLOKAI GENERAL HOSPITAL	KAUNAKAKAI	HI	NA	NA	NA
	1366487233	386		386	NA	NA	NA	NA	NA	NA
	1508884479	1,076		1,076	CRESTWOOD BEHAVIORAL HEALTH,INC	VALLEJO	CA	NA	NA	NA
	1366496549	1		1	NA	NA	NA	NA	NA	NA
	1366496937	34		34	TRIDENT MEDICAL CENTER LLC	CHARLESTON	SC	NA	NA	NA
	1366506826	654		654	NA	NA	NA	NA	NA	NA
	1790059053	910		910	NA	NA	NA	NA	NA	NA
	1366517393	4		4	PRN CONVALESCENT HOSPITAL INC	SUNLAND	CA	NA	NA	NA
	1366519027	7		7	NA	NA	NA	NA	NA	NA
	1366520090	4		4	NURSES ALLIANCE CORPORATION	LAFAYETTE	CA	NA	NA	NA
	1366529638	4		4	NGC ENDOSCOPY SERVICES LLC	PORTLAND	OR	NA	NA	NA
	1366529836	3		3	NA	NA	NA	NA	NA	NA
	1366532228	2		2	MEMORIAL HERMANN SPECIALTY HOSPITAL KINGWOOD LLC	KINGWOOD	TX	NA	NA	NA
	1790181055	203		203	RELIABLE MOBILE LABS, INC.	MEDFORD	OR	NA	NA	NA
	1790192623	43		43	NA	NA	NA	NA	NA	NA
	1790194769	51		51	GRAND AVENUE HEALTHCARE & WELLNESS CENTRE, LP	LONG BEACH	CA	NA	NA	NA
	1366556227	9		9	MULTICARE HEALTH SYSTEM	TACOMA	WA	NA	NA	NA
	1366560393	2		2	CAMINO HEALTH CENTER	SAN JUAN CAPISTRANO	CA	NA	NA	NA
	1366577025	53		53	KINGS COUNTY PUBLIC HEALTH LABORATORY	HANFORD	CA	NA	NA	NA
	1366587503	115		115	NA	NA	NA	NA	NA	NA
	1366612434	8		8	UROLOGIC SURGICAL CARE PLLC	LAWRENCE	NY	NA	NA	NA
	1790710820	4		4	NA	NA	NA	NA	NA	NA
	1366625501	12		12	CONEJO HISTOLOGY LAB	WESTLAKE VILLAGE	CA	NA	NA	NA
	1366627085	1		1	NA	NA	NA	NA	NA	NA
	1366630196	24		24	PROSCAN MEDICAL IMAGING LLC	NORTH RICHLAND HILLS	TX	NA	NA	NA
	1366674004	181		181	NA	NA	NA	NA	NA	NA
	1366685018	4		4	PIONEER HEALTH SERVICES OF PATRICK COUNTY, INC	STUART	VA	NA	NA	NA
	1366689085	3		3	CHATEAU JULIA HEALTHCARE, INC.	ENGLEWOOD	CO	NA	NA	NA
	1366716623	817		817	ADVANCED SLEEP MEDICINE SERVICES, INC.	OCEANSIDE	CA	NA	NA	NA
	1366716714	680		680	WYNFIELD PARK HEALTH AND REHABILITATION LLC	ALBANY	GA	NA	NA	NA
	1366720278	807		807	NA	NA	NA	NA	NA	NA
	1366720617	3		3	MICHAEL A. WALKER, D.O., P.A.	MOUNT VERNON	TX	NA	NA	NA
	1790754745	1		1	PLANNED PARENTHOOD OF ILLINOIS	CHICAGO	IL	NA	NA	NA
	1790757912	1		1	DERMATOLOGY ASSOCIATES OF LANCASTER, LTD	LANCASTER	PA	NA	NA	NA
	1366740177	1		1	HUGULEY MEMORIAL MEDICAL CENTER	FORT WORTH	TX	NA	NA	NA
	1790767002	100		100	HMG PARK MANOR OF CYPRESS STATION, L.L.C.	HOUSTON	TX	NA	NA	NA
	1366761561	122		122	NA	NA	NA	NA	NA	NA
	1366763260	1		1	NA	NA	NA	NA	NA	NA
	1366782062	2		2	EASY HORIZONS, LLC	DELRAY BEACH	FL	NA	NA	NA
	1366788549	2		2	SOUTH PARK HEALTH CARE LLC	OKLAHOMA CITY	OK	NA	NA	NA
	1366827602	5		5	AMERIPATH NEW YORK, LLC	TETERBORO	NJ	NA	NA	NA
	1366834038	5		5	LABORATORY CORPORATION OF AMERICA HOLDINGS	OVERLAND PARK	KS	NA	NA	NA
	1790776334	28		28	NEOMED CENTER, INC	GURABO	PR	NA	NA	NA
	1366850901	79		79	MEDITEST LABORATORIES	IRVINE	CA	NA	NA	NA
	1366874216	2,215		2,215	NA	NA	NA	NA	NA	NA
	1790781821	706		706	NA	NA	NA	NA	NA	NA
	1376511493	2		2	PROMISE HOSPITAL OF LOUISIANA, INC	SHREVEPORT	LA	NA	NA	NA
	1518137520	15		15	NA	NA	NA	NA	NA	NA
	1790787307	1,265		1,265	YAMPA VALLEY MEDICAL CENTER	STEAMBOAT SPRINGS	CO	NA	NA	NA
	1376515817	39		39	FMSC SAN RAFAEL OPERATING COMPANY LP	SAN RAFAEL	CA	NA	NA	NA
	1376538256	4		4	BVCV OPERATING COMPANY, LLC	DUARTE	CA	NA	NA	NA
	1376540278	80		80	SENIOR HEALTH RIVER VALLEY LLC	GAINESVILLE	TX	NA	NA	NA
	1376541748	3		3	CALUMET MEDICAL CENTER INC	CHILTON	WI	NA	NA	NA
	1376544320	1		1	STATE UNIVERSITY OF IOWA	IOWA CITY	IA	NA	NA	NA
	1790805653	10		10	SSC THORNTON OPERATING COMPANY LLC	THORNTON	CO	NA	NA	NA
	1790815231	1		1	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	SAINT LOUIS	MO	NA	NA	NA
	1376575449	5		5	P & J HOSPITAL, INC.	BELL	CA	NA	NA	NA
	1790837235	14		14	MEDCENTRAL HEALTH SYSTEM	MANSFIELD	OH	NA	NA	NA
	1518277417	1		1	MASOUD KHORSAND-SAHBAIE, MD PA	CARLSBAD	NM	NA	NA	NA
	1376591156	6		6	CENTRAL PARK SURGERY CENTER, L.P.	ARLINGTON	TX	NA	NA	NA
	1790846855	9		9	VOLUNTEERS OF AMERICA CARE FACILITIES	TEMPE	AZ	NA	NA	NA
	1376616110	62		62	HEATHCARE VENTURES OF OHIO, LLC	COLUMBUS	OH	NA	NA	NA
	1376616235	63		63	PECOS HEALTHCARE LIMITED PTRSHP	CHANDLER	AZ	NA	NA	NA
	1376638429	1		1	LANSING INSTITUTE OF UROLOGY , P.C.	EAST LANSING	MI	NA	NA	NA
	1376645135	1,022		1,022	NA	NA	NA	NA	NA	NA
	1376649293	12		12	SUN MAR NURSING CENTERS	FONTANA	CA	NA	NA	NA
	1790869402	43,515		43,515	NA	NA	NA	NA	NA	NA
	1376657817	1		1	PROGRESSIVE HEALTHCARE	MONROE	LA	NA	NA	NA
	1376658591	47		47	NA	NA	NA	NA	NA	NA
	1376669952	1		1	CULICCHIA NEUROLOGICAL CLINIC, LLC	MARRERO	LA	NA	NA	NA
	1376671370	217		217	ASHE MEMORIAL HOSPITAL INC	JEFFERSON	NC	NA	NA	NA
	1790921302	246		246	NA	NA	NA	NA	NA	NA
	1790951192	849		849	PRUITTHEALTH - NORTH AUGUSTA LLC	NORTH AUGUSTA	SC	NA	NA	NA
	1376688937	29		29	NA	NA	NA	NA	NA	NA
	1376698183	1,470		1,470	PARKE CLINIC PC	ROCKVILLE	IN	NA	NA	NA
	1942203047	4		4	HEMATOLOGY ONCOLOGY LIFE CENTER, LLC	ALEXANDRIA	LA	NA	NA	NA
	1376722116	1,149		1,149	NA	NA	NA	NA	NA	NA
	1376756114	125		125	NA	NA	NA	NA	NA	NA
	1376776617	8		8	ORANGE HEALTHCARE & WELLNESS CENTRE LLC	ORANGE	CA	NA	NA	NA
	1376776799	5		5	ABDULLAH RAFFEE MD. PC	FLINT	MI	NA	NA	NA
	1376788034	236		236	NA	NA	NA	NA	NA	NA
	1376796201	17		17	SOLECARE, L.L.C.	MONROE	LA	NA	NA	NA
	1801055850	2		2	NA	NA	NA	NA	NA	NA
	1376818385	4		4	HUNTINGTON REPRODUCTIVE CENTER	OCEANSIDE	CA	NA	NA	NA
	1376818484	1		1	NA	NA	NA	NA	NA	NA
	1376833053	1		1	PLANNED PARENTHOOD SOUTH TEXAS	SAN ANTONIO	TX	NA	NA	NA
	1801089537	14		14	GROSSMONT GARDENS OPERATIONS, LLC	LA MESA	CA	NA	NA	NA
	1376854299	2		2	NA	NA	NA	NA	NA	NA
	1376862771	266		266	OKLAHOMA PAIN AND WELLNESS CENTER, PLC	TULSA	OK	NA	NA	NA
	1376872960	2		2	DABMD	UNIVERSITY HTS	OH	NA	NA	NA
	1376884692	8		8	LAKE HAMILTON FAMILY MEDICINE	HOT SPRINGS	AR	NA	NA	NA
	1376908780	7		7	LAB ONE LLC	EL DORADO	AR	NA	NA	NA
	1376931493	2		2	NA	NA	NA	NA	NA	NA
	1376935296	15		15	THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION	GRAND ISLAND	NE	NA	NA	NA
	1376938225	377		377	APG MEDICAL LABORATORY	O FALLON	IL	NA	NA	NA
	1669424057	575		575	GGNSC DECATUR III LLC	DECATUR	GA	NA	NA	NA
	1376946277	18		18	BAYSIDE HEALTHCARE, INC.	CHULA VISTA	CA	NA	NA	NA
	1376960914	46		46	ASSURANCE TOXICOLOGY SERVICES, INC	SAN ANTONIO	TX	NA	NA	NA
	1376972984	12		12	PLANO OPERATING COMPANY LLC	PLANO	TX	NA	NA	NA
	1669431847	1		1	WARDS 3, 4 & 10 HOSPITAL SERVICE DISTRICT PARISH OF UNION	BERNICE	LA	NA	NA	NA
	1386088318	41		41	BIOMEDNANOTECH	LITTLE ROCK	AR	NA	NA	NA
	1386604320	3,834		3,834	NA	NA	NA	NA	NA	NA
	1386622918	145		145	NA	NA	NA	NA	NA	NA
	1801279559	40		40	NA	NA	NA	NA	NA	NA
	1801291794	177		177	NA	NA	NA	NA	NA	NA
	1801801642	177		177	NA	NA	NA	NA	NA	NA
	1386630168	428		428	HERITAGE VILLA NURSING AND REHABILITATION LP	DAYTON	TX	NA	NA	NA
	1386631091	1		1	D & C CARE CENTER INC.	PASADENA	CA	NA	NA	NA
	1386631182	156		156	DIVERSICARE LEASING CORP.	MOBILE	AL	NA	NA	NA
	1386631885	16		16	NA	NA	NA	NA	NA	NA
	1386638237	746		746	MERIDIAN ARLINGTON SNF, LP	ARLINGTON	TX	NA	NA	NA
	1386644789	2		2	GRENADA LAKE MEDICAL CENTER	GRENADA	MS	NA	NA	NA
	1386648962	1,043		1,043	A G RHODES HOME INC	ATLANTA	GA	NA	NA	NA
	1801826680	33,807		33,807	NA	NA	NA	NA	NA	NA
