PROCEDURE_CODE	Q12012	Q22012	Q32012	Q42012	Q12013	Q22013	Q32013	Q42013	Q12014	Q22014	Q32014	Q42014
L5652	0	0	0	0	0	0	1020	1064	953	1147	1055	1137
L3580	0	0	0	0	0	0	221	241	204	236	253	224
L2192	0	0	0	0	0	0	8	11	9	7	10	10
L7180	0	0	0	0	0	0	3	6	1	7	7	4
L3954	0	0	0	0	0	0	0	1	1	0	1	1
L5855	0	0	0	0	0	0	18	22	24	23	17	29
L6320	0	0	0	0	0	0	1	0	1	1	0	0
L0624	0	0	0	0	0	0	3	1	3	6	3	1
L2340	0	0	0	0	0	0	1660	1493	1288	1423	1390	1313
L5341	0	0	0	0	0	0	2	9	2	5	4	2
L7520	0	0	0	0	0	0	3060	2855	2652	3284	3046	2656
L8515	0	0	0	0	0	0	52	47	58	51	46	50
Q4017	1	0	5	0	0	0	0	0	0	0	0	0
L6689	0	0	0	0	0	0	4	4	5	9	6	4
K0056	0	0	0	2045	2117	2184	2137	1908	1676	1465	1543	1277
L3230	0	0	0	0	0	0	289	327	291	360	386	388
L8510	0	0	0	0	0	0	15	18	10	17	11	6
E2310	1277	1278	1149	0	0	0	0	0	0	0	0	0
L6605	0	0	0	0	0	0	4	7	9	6	3	5
A4625	0	0	0	0	0	0	772	689	680	655	575	536
A7027	0	0	0	3639	3525	3543	3159	3250	3165	3133	3064	3109
L3390	0	0	0	0	0	0	344	365	276	385	339	329
A6196	21803	20164	20100	0	0	0	0	0	0	0	0	0
L3224	0	0	0	0	0	0	707	758	564	630	668	771
L5020	0	0	0	0	0	0	185	181	137	168	153	192
L8015	0	0	0	0	0	0	2177	2104	1998	1952	1876	1868
L5613	0	0	0	0	0	0	26	15	7	13	16	9
L1920	0	0	0	0	0	0	49	48	35	52	35	33
L5712	0	0	0	0	0	0	18	15	23	30	20	24
L2570	0	0	0	0	0	0	9	5	8	10	7	5
E0434	118543	108556	98159	91053	88820	80003	74918	67632	63918	55739	52536	47964
L1971	4645	5794	6412	6792	5998	6830	6330	6909	6320	7451	8632	8206
L2112	0	0	0	0	0	0	321	290	343	345	284	268
L4060	0	0	0	0	0	0	17	15	6	14	17	10
L0210	0	0	0	0	0	0	0	1	1	0	2	0
L6640	0	0	0	0	0	0	0	0	0	5	1	0
K0861	2002	2269	2050	0	0	0	0	0	0	0	0	0
E0155	0	0	0	2399	2324	2118	1891	1568	1455	1629	1507	1451
L6915	0	0	0	0	0	0	2	1	1	0	1	2
K0829	0	0	0	26	28	25	15	8	4	6	6	8
L1850	0	0	0	0	0	0	178	183	145	192	195	189
L5711	0	0	0	0	0	0	6	5	5	5	3	4
L5910	0	0	0	0	0	0	7160	7382	6576	7725	7727	7603
L4387	0	0	0	0	0	0	0	0	1144	2354	3336	3685
L1685	0	0	0	0	0	0	28	14	20	16	16	20
Q4021	1	9	0	2	0	0	0	0	0	0	0	0
L8220	0	0	0	0	0	0	0	1	1	0	1	0
E2612	0	0	0	457	505	534	397	497	480	584	536	488
E2206	0	0	0	1746	1967	1925	1769	1841	1839	2150	2091	2075
E0562	258271	259547	260907	263244	270165	271911	272944	269062	259786	254588	260728	264981
E0673	147	266	303	2937	5292	5695	5688	5020	6181	9148	10222	9265
L3915	0	0	0	0	0	0	226	222	224	302	258	209
G0399	0	0	0	1	0	0	0	0	0	0	0	0
E2387	0	0	0	2425	2222	2505	2850	2790	2563	2587	2527	2332
E0978	0	0	0	29482	30536	31336	28859	27425	25728	24692	23366	21512
L5684	0	0	0	0	0	0	74	88	75	94	92	88
L5648	0	0	0	0	0	0	12	16	14	16	11	14
A9270	67446	66851	64221	64425	62541	61183	61069	58083	55357	54354	54818	56152
L7367	0	0	0	0	0	0	108	118	94	124	103	97
E2367	0	0	0	207	156	167	159	151	139	93	139	90
A6240	1611	2047	2214	2256	2337	3027	3305	2901	2963	3308	3720	3490
L8002	0	0	0	0	0	0	270	278	178	207	219	329
L2650	0	0	0	0	0	0	4	6	9	11	7	11
L3485	0	0	0	0	0	0	523	403	403	482	432	358
L3219	0	0	0	0	0	0	185	232	173	200	216	223
E0651	10679	11201	11131	10075	10517	11268	5584	5336	4938	5769	6266	6182
L5975	0	0	0	0	0	0	160	144	139	138	166	157
L3600	0	0	0	0	0	0	116	127	84	83	112	87
L8680	0	0	0	0	0	0	4	2	20	54	3	2
L1250	0	0	0	0	0	0	35	19	20	17	17	29
Q4014	4	4	1	1	0	0	0	0	0	3	0	0
L6885	0	0	0	0	0	0	0	0	1	0	3	1
L8615	0	0	0	0	0	0	0	0	1	0	0	0
A6245	31	38	64	81	106	104	147	130	94	111	92	60
L5618	0	0	0	0	0	0	151	125	112	132	124	146
L5830	0	0	0	0	0	0	32	27	21	22	23	19
L6100	0	0	0	0	0	0	36	42	47	32	36	26
E0250	0	0	0	4349	5552	6613	8045	9224	10532	11850	13452	14233
L1620	0	0	0	0	0	0	3	2	0	5	2	1
L6647	0	0	0	0	0	0	1	1	2	2	3	1
L4030	0	0	0	0	0	0	1	1	0	0	0	0
L1825	3	1	1	0	1	0	0	0	0	0	0	0
E2381	0	0	0	1191	950	1082	1246	1037	712	1015	1038	549
L0470	0	0	0	0	0	0	23	21	21	15	24	17
L3620	0	0	0	0	0	0	430	460	315	426	409	366
L5331	0	0	0	0	0	0	24	27	23	30	17	31
L5642	0	0	0	0	0	0	2	1	2	0	1	0
L5795	0	0	0	0	0	0	3	4	4	3	2	5
E2361	13067	13962	12780	11294	9827	9438	9216	8266	8260	9642	9722	8369
L8513	0	0	0	0	0	0	125	184	126	157	176	164
L5632	0	0	0	0	0	0	185	142	147	155	166	163
L5653	0	0	0	0	0	0	35	35	25	32	36	44
E2371	0	0	0	22	14	17	13	7	13	9	12	5
L2335	0	0	0	0	0	0	54	33	63	57	107	85
L0861	0	0	0	0	0	0	5	4	3	5	10	0
A4623	0	0	0	0	0	0	16001	16480	16241	16372	16568	16866
L0639	0	0	0	0	0	0	197	160	164	151	171	162
L3810	0	0	0	0	0	0	0	0	2	0	0	0
E0431	1373882	1274416	1181926	1142387	1197285	1142760	1145800	1083645	1115645	1070268	1068702	1032152
L5822	0	0	0	0	0	0	51	56	64	52	59	60
Q4010	44	61	9	1	1	3	5	3	9	9	11	1
E1002	1828	1944	1696	0	0	0	0	0	0	0	0	0
A6236	216	268	207	190	175	111	164	148	131	152	116	122
L5677	0	0	0	0	0	0	31	35	23	29	28	24
E0955	7757	8512	7785	7962	7053	7288	7790	8201	8045	8506	8324	8012
L5670	0	0	0	0	0	0	687	683	588	712	704	654
E0301	0	0	0	1370	1394	1342	1349	1237	1226	1061	1053	1042
L3003	0	0	0	0	0	0	53	43	34	42	37	25
L3913	0	0	0	0	0	0	4033	4487	5429	5264	4748	4942
Q4033	1	0	0	0	0	0	0	0	0	0	0	0
E0149	5621	6023	5551	5298	5405	5800	4798	4478	4370	4908	4955	4694
E0784	28639	29074	29764	31078	33357	33686	33468	32294	31078	30739	34857	40080
T4541	1	5	5	4	9	4	5	5	19	29	17	9
L6635	0	0	0	0	0	0	14	13	4	17	7	13
L2660	0	0	0	0	0	0	7	5	1	1	5	8
E2601	42223	42817	39952	39295	40465	40400	31408	32764	32263	33674	33226	32629
E0992	0	0	0	686	674	684	561	578	528	540	499	493
E0293	0	0	0	38	29	28	24	9	7	9	15	23
L2620	0	0	0	0	0	0	19	24	27	21	19	28
L3480	539	512	486	451	387	460	437	371	291	376	424	500
B4157	168	164	196	212	256	235	201	231	265	235	251	245
L3763	0	0	0	0	0	0	493	484	605	466	540	472
L8310	336	309	321	290	314	289	299	303	230	291	258	253
L5673	0	0	0	0	0	0	10890	10879	9650	11526	11395	11264
L5000	0	0	0	0	0	0	3977	4038	3453	4193	3979	4369
L5790	0	0	0	0	0	0	80	76	73	80	62	58
Q4013	2	0	0	0	0	0	0	1	0	0	0	0
K0001	469041	463874	457613	450650	457656	448473	445779	433964	426876	412045	413584	404458
L3765	0	0	0	0	0	0	16	30	25	34	36	31
L3967	0	0	0	0	0	0	0	1	0	4	1	1
E0295	0	0	0	3964	3989	3952	3750	3631	3352	3253	3282	3280
K0053	0	0	0	3287	3631	3442	3231	2997	2490	2136	2059	1966
A6022	1190	1787	1887	1765	849	688	1545	1318	1300	1334	1494	1246
E0472	0	0	0	73	88	72	79	61	62	48	52	48
E0600	38286	37298	35993	0	0	0	0	0	0	0	0	0
L2387	0	0	0	0	0	0	97	98	65	111	88	97
L6638	0	0	0	0	0	0	3	4	5	8	4	4
E2366	8295	8932	9092	8763	7886	7793	7459	6414	7007	8600	9447	7088
E2616	0	0	0	76	95	95	71	62	76	61	67	59
L5590	0	0	0	0	0	0	277	265	278	274	280	294
L2525	0	0	0	0	0	0	74	72	88	63	78	71
L7261	0	0	0	0	0	0	19	14	13	20	14	5
L0172	2574	2714	2394	2433	2396	2396	2519	2325	2254	2509	2501	2203
E1226	0	0	0	11423	11380	11215	10435	9921	9684	9533	9595	9161
L4205	0	0	0	0	0	0	4811	4321	4097	5019	4666	4117
L1836	0	0	0	0	0	0	99	88	86	106	81	87
L9900	0	0	0	0	0	0	70	92	59	68	71	65
L8043	0	0	0	0	0	0	2	5	2	1	2	0
L5985	0	0	0	0	0	0	91	82	80	97	88	70
L5826	0	0	0	0	0	0	14	14	7	20	17	12
A7526	0	0	0	0	0	0	14187	14166	14163	14241	14682	15164
L4100	0	0	0	0	0	0	45	54	40	72	45	41
A5063	59896	60772	60797	61999	56279	57447	57873	57993	53344	54243	54126	53698
E2368	0	0	0	363	374	374	369	426	349	353	333	294
A5102	1567	1627	1598	1674	1499	1478	1541	1644	1466	1412	1483	1467
L6630	0	0	0	0	0	0	25	32	30	33	27	25
L5824	0	0	0	0	0	0	4	4	4	2	6	3
L5250	0	0	0	0	0	0	3	6	3	5	0	4
E0261	26591	26951	27105	27607	28821	28712	27582	24614	22365	20302	19572	19781
E2392	0	0	0	8391	6729	5127	5490	4793	4838	5922	6360	5707
L3674	0	0	0	0	0	0	16	13	12	3	7	3
L1650	0	0	0	0	0	0	4	5	11	6	2	8
A4624	13676	13390	12862	0	0	0	12842	13159	13259	12892	13058	13140
L0174	0	0	0	0	0	0	3728	3468	3402	3430	3524	3384
L6690	0	0	0	0	0	0	3	4	7	7	3	5
L3208	0	0	0	0	0	0	1	0	0	0	0	0
L3650	6547	6506	6506	6480	6876	6978	7442	7856	8403	7807	7470	6999
K0827	0	0	0	1479	1277	1047	827	621	656	697	759	722
L0468	0	0	0	0	0	0	20	31	15	23	26	17
L1830	10506	10507	10310	9986	9995	10246	10549	10315	10216	10794	10989	10354
B4082	0	0	0	37	52	51	40	46	29	37	30	25
E0656	216	31	23	28	32	41	20	21	18	18	13	9
L6708	22	30	28	20	18	21	15	14	15	23	17	27
L0488	0	0	0	0	0	0	9	14	9	7	10	11
L5840	0	0	0	0	0	0	65	45	47	60	41	66
L5782	0	0	0	0	0	0	44	31	33	55	36	34
L4040	0	0	0	0	0	0	1	4	5	6	3	1
A4409	36541	37929	39376	41110	38180	39962	41432	42228	39764	41104	41500	41666
E0660	69	74	72	73	94	62	64	37	37	40	35	25
L3610	0	0	0	0	0	0	211	228	152	231	224	230
L6672	0	0	0	0	0	0	27	34	27	38	30	32
L0467	0	0	0	0	0	0	0	0	2	7	4	3
L5986	0	0	0	0	0	0	3861	4065	3571	4433	4388	4376
L3170	0	0	0	0	0	0	1174	1106	1089	1231	1321	1119
L3905	0	0	0	0	0	0	98	129	155	147	152	128
L1860	0	0	0	0	0	0	1	3	1	2	4	2
L1846	0	0	0	0	0	0	1713	1831	1728	1865	1835	1918
E1391	0	0	0	586	627	585	546	494	467	416	407	377
L5970	0	0	0	0	0	0	79	113	96	84	125	129
L3000	0	0	0	0	0	0	11935	12164	10824	12718	13329	12918
L5979	0	0	0	0	0	0	234	218	182	179	224	220
L5535	0	0	0	0	0	0	9	5	3	4	4	4
L5654	0	0	0	0	0	0	71	42	34	51	50	61
L7402	0	0	0	0	0	0	5	8	10	13	9	9
L8621	0	0	0	0	0	0	1	0	1	1	1	0
A6241	35	20	21	13	27	35	39	41	39	33	46	40
L3225	0	0	0	0	0	0	622	656	490	585	606	596
L3740	0	0	0	0	0	0	69	66	74	90	65	60
L5420	0	0	0	0	0	0	1	3	5	5	0	3
L2510	0	0	0	0	0	0	66	56	42	44	50	42
A6533	3190	3407	3383	3301	3049	3386	3286	3294	2873	3456	3485	3613
A6024	66	62	41	38	45	53	70	57	58	62	79	110
L8044	0	0	0	0	0	0	4	5	6	8	2	3
K0738	196956	190073	181812	179193	186470	182339	190701	200037	214538	220999	227759	227727
E0652	1598	1600	1563	1639	1500	1674	750	786	560	700	679	714
L2182	0	0	0	0	0	0	26	25	27	23	30	18
L0140	0	0	0	0	0	0	209	218	190	166	200	234
L3410	0	0	0	0	0	0	122	150	111	134	166	144
E0304	0	0	0	588	585	500	453	462	404	385	357	320
L7009	0	0	0	0	0	0	25	31	28	39	32	28
L1060	0	0	0	0	0	0	6	4	6	4	6	6
L3251	0	0	0	0	0	0	20	9	16	13	13	13
L4045	0	0	0	0	0	0	10	15	6	8	8	7
E2607	0	0	0	4030	3513	3330	3271	3359	3233	3276	3221	3055
L7404	0	0	0	0	0	0	29	43	27	45	35	44
L2830	0	0	0	0	0	0	1455	1375	1260	1356	1340	1308
L3809	0	0	0	0	0	0	0	0	5236	8157	9158	10438
L3420	0	0	0	0	0	0	149	126	85	136	134	142
L5690	0	0	0	0	0	0	34	34	37	36	52	43
L5628	0	0	0	0	0	0	5	13	4	11	9	7
B4153	11698	11463	10842	10464	10738	10470	10201	10476	10686	10268	10336	10275
E0215	473	258	210	0	0	0	0	0	0	0	0	0
L3332	0	0	0	0	0	0	1206	1197	1090	1328	1241	1116
E0912	0	0	0	4182	4298	4140	3924	3651	3460	3158	3022	3040
L0640	0	0	0	0	0	0	119	103	120	113	130	128
E0667	10732	11802	13310	6229	5942	6650	6364	6430	5184	6216	6520	6153
A6246	12	21	10	7	11	6	2	5	28	16	8	8
L7403	0	0	0	0	0	0	124	133	106	89	103	115
K0019	0	0	0	8724	7988	7339	7366	6494	5922	6511	6566	6135
L3900	0	0	0	0	0	0	131	118	141	129	115	105
L6676	0	0	0	0	0	0	19	38	17	23	26	21
E1028	15657	16651	15218	15554	13440	14053	15189	16702	15734	16586	16981	17285
L3510	73	92	88	95	81	82	79	65	68	67	47	58
L6905	0	0	0	0	0	0	1	2	6	2	7	0
E0444	55254	56215	56615	56153	57287	56054	55884	53370	51420	46405	43498	40282
B9998	1217	1124	969	937	1043	1090	776	758	797	691	762	730
L5707	0	0	0	0	0	0	21	20	19	28	25	28
L8035	0	0	0	0	0	0	18	41	11	41	34	31
L2030	0	0	0	0	0	0	25	22	17	22	13	25
L6550	0	0	0	0	0	0	1	3	2	2	1	2
L0130	0	0	0	0	0	0	50	31	39	46	29	35
L3002	0	0	0	0	0	0	1284	1585	1449	2097	1502	1612
L6616	0	0	0	0	0	0	25	35	39	40	27	23
L5710	0	0	0	0	0	0	4	6	5	6	4	2
A4595	121954	121867	115782	0	0	0	0	0	0	0	0	0
A6253	5868	5740	5918	0	0	0	0	0	0	0	0	0
L1932	0	0	0	0	0	0	4702	4614	4149	4850	5052	4840
L3640	0	0	0	0	0	0	1	0	5	0	0	2
T4525	0	0	0	1	0	0	0	2	0	1	1	0
L3928	0	0	0	0	0	0	1	0	0	0	0	0
E0130	0	0	0	160	193	190	156	157	134	98	121	118
A7044	0	0	0	251	224	227	203	195	178	172	143	164
A6208	23	26	21	33	31	24	29	28	15	6	5	9
L3215	0	0	0	0	0	0	208	187	174	234	206	263
95800	0	0	0	1	0	0	1	0	0	0	0	0
E0561	0	0	0	547	489	504	430	347	304	277	296	243
K0814	0	0	0	1383	1288	1127	1012	867	696	544	380	203
B4104	76	51	32	39	48	65	78	56	74	70	58	48
L3931	0	0	0	0	0	0	672	565	678	644	555	504
L8040	0	0	0	0	0	0	22	17	15	18	18	21
L3540	0	0	0	0	0	0	316	323	250	309	300	306
L8465	0	0	0	0	0	0	44	57	54	80	50	56
L5160	0	0	0	0	0	0	3	5	3	3	3	1
L6611	0	0	0	0	0	0	29	37	22	34	19	32
L0638	0	0	0	0	0	0	115	100	83	113	103	102
L8642	0	0	0	0	0	0	0	0	0	0	0	1
L6693	0	0	0	0	0	0	16	11	10	15	20	14
L1630	0	0	0	0	0	0	3	1	1	1	0	0
E0973	56473	57191	55126	52979	50350	48302	42488	39877	38353	36807	37775	35448
K0002	18563	18678	18578	18169	18281	18282	18403	18316	19000	19537	20877	21640
L2035	0	0	0	0	0	0	0	1	0	0	0	1
A4349	30044	30090	29833	29873	29192	28603	28630	28136	27341	26937	26739	26185
E0650	475	610	673	632	632	707	780	595	687	794	956	1351
L0180	0	0	0	0	0	0	447	803	979	1091	1078	1200
L5973	0	0	0	0	0	0	71	65	38	55	76	107
A6235	1236	1204	1083	1124	1136	986	1034	1003	969	1005	923	876
L5617	0	0	0	0	0	0	59	40	44	35	35	49
L2750	0	0	0	0	0	0	23	28	18	39	20	34
A4259	1993005	1961657	1932340	0	0	0	0	0	0	0	0	0
L4631	0	0	0	0	0	0	803	790	721	760	757	881
L7401	0	0	0	0	0	0	30	43	25	37	34	42
L5650	0	0	0	0	0	0	3206	3345	2975	3368	3273	3445
E0630	86835	85744	84489	0	0	0	0	0	0	0	0	0
K0856	1526	1516	1310	0	0	0	0	0	0	0	0	0
L4210	0	0	0	0	0	0	2286	2053	1802	2093	2006	1833
L2188	0	0	0	0	0	0	2	4	3	3	1	3
L2670	0	0	0	0	0	0	1	0	1	0	2	0
L3560	0	0	0	0	0	0	11	21	11	30	16	17
L2310	0	0	0	0	0	0	10	9	11	8	3	6
L6570	0	0	0	0	0	0	1	1	1	1	0	3
L8616	0	0	0	0	0	0	0	0	1	0	0	0
L7900	0	0	0	0	0	0	14371	14030	13334	14798	8961	5303
L8415	0	0	0	0	0	0	14	16	14	18	6	14
E0135	15216	14209	13195	13013	13055	12155	10931	10536	10030	9771	9514	9126
L0458	0	0	0	0	0	0	76	79	60	51	56	70
L1600	0	0	0	0	0	0	35	27	23	34	39	28
L3918	0	0	0	0	0	0	0	0	10	17	16	44
L8048	0	0	0	0	0	0	5	4	8	3	5	7
E0956	0	0	0	3785	3390	3533	3959	4353	4035	4236	4389	4570
E2362	0	0	0	3	3	3	8	9	4	27	40	33
L3031	0	0	0	0	0	0	255	213	282	365	305	351
L6881	0	0	0	0	0	0	62	61	43	72	60	54
L1834	0	0	0	0	0	0	12	14	10	40	22	22
L6704	15	29	16	23	12	29	17	13	20	15	18	12
L2232	0	0	0	0	0	0	427	430	345	383	354	341
L8470	0	0	0	0	0	0	6881	6968	6114	7481	7636	7398
L2405	0	0	0	0	0	0	522	506	457	547	503	508
L1120	0	0	0	0	0	0	10	5	9	6	5	6
L8000	0	0	0	0	0	0	62794	70396	38889	59501	60800	67940
L1210	0	0	0	0	0	0	6	18	9	15	9	12
L2425	0	0	0	0	0	0	490	455	411	454	487	614
E2321	701	703	662	0	0	0	0	0	0	0	0	0
A4344	5900	6046	6124	6255	6264	6112	6152	5835	5662	5782	5796	5725
L3140	0	0	0	0	0	0	0	2	2	3	0	0
E2231	0	0	0	2329	2230	2254	2600	2489	2883	2498	2433	2015
L6660	0	0	0	0	0	0	91	121	93	99	105	80
B9002	72512	67120	61131	58966	61632	56611	61494	57594	60272	56488	55458	48661
B4155	0	0	0	15242	15001	14628	14148	13493	13553	12983	13073	12138
B4102	216	213	162	168	162	137	135	127	128	123	114	120
L2770	0	0	0	0	0	0	0	1	2	0	0	1
E0607	170732	177458	157905	0	0	0	0	0	0	0	0	0
E0272	0	0	0	1200	1417	1129	950	916	842	819	830	814
L8045	0	0	0	0	0	0	9	16	15	10	14	5
E2370	6505	7503	7511	7551	6397	5636	5714	5201	5469	6605	7202	5963
A4604	0	0	0	56688	61930	69982	69204	83274	86869	96585	108574	124614
E0271	0	0	0	4148	5202	4537	3923	3834	3827	3906	3823	3751
L5700	0	0	0	0	0	0	3266	3252	2888	3543	3482	3293
L8417	0	0	0	0	0	0	559	558	507	546	600	564
L8514	0	0	0	0	0	0	13	13	6	10	20	10
L8485	0	0	0	0	0	0	69	78	59	58	44	46
L5050	0	0	0	0	0	0	127	88	90	88	96	102
L7362	0	0	0	0	0	0	4	10	1	4	4	10
E2383	0	0	0	296	243	232	258	268	185	202	202	226
A6532	836	870	833	771	671	614	616	580	542	602	639	563
L2108	0	0	0	0	0	0	36	36	40	40	40	39
L5716	0	0	0	0	0	0	0	0	0	0	4	0
E0105	16216	16538	16278	0	0	0	0	0	0	0	0	0
E0655	57	46	55	79	77	98	162	84	92	76	81	89
L0450	0	0	0	0	0	0	191	213	156	182	169	195
L3973	0	0	0	0	0	0	4	5	4	7	3	2
L3730	0	0	0	0	0	0	83	86	96	80	55	60
L3211	0	0	0	0	0	0	14	22	14	20	36	3
A6247	16	17	7	12	13	12	5	8	7	27	30	36
L4396	14223	15590	16153	15043	14085	15525	16538	14604	13606	14670	15182	12597
L3764	0	0	0	0	0	0	49	34	38	28	30	25
L5978	0	0	0	0	0	0	125	123	97	93	84	96
L6632	0	0	0	0	0	0	18	12	15	19	10	15
L6684	0	0	0	0	0	0	9	10	14	17	10	11
E0303	12136	12027	11931	11322	11448	11064	10621	10111	9502	8855	8668	8583
L1990	0	0	0	0	0	0	1675	1751	1410	1635	1676	1699
E1020	0	0	0	1942	1859	1832	1659	1585	1641	1678	1696	1516
L3001	0	0	0	0	0	0	203	242	136	297	257	171
L5510	0	0	0	0	0	0	2	5	1	3	1	0
A6198	24	46	35	34	36	29	42	18	31	49	71	84
L3677	0	0	0	0	0	0	47	43	47	40	37	35
L6350	0	0	0	0	0	0	0	0	2	0	2	0
L4002	0	0	0	0	0	0	2115	1805	1832	2327	2174	1851
L6890	0	0	0	0	0	0	136	144	120	154	130	147
L2627	0	0	0	0	0	0	4	5	6	7	5	3
L6711	0	0	0	0	0	0	2	5	4	0	1	1
L5811	0	0	0	0	0	0	107	95	86	92	101	87
L5920	0	0	0	0	0	0	2506	2631	2371	2663	2593	2728
L5705	0	0	0	0	0	0	1161	1119	970	1117	1063	1119
L3904	0	0	0	0	0	0	0	0	2	0	2	2
L5686	0	0	0	0	0	0	29	38	30	42	24	30
L3975	0	0	0	0	0	0	2	0	1	0	0	1
E2360	0	0	0	9	14	19	11	10	14	23	8	2
A6021	27629	23897	21610	0	0	0	0	0	0	0	0	0
L5679	0	0	0	0	0	0	5197	5163	4452	5632	5344	5408
L3265	0	0	0	0	0	0	835	763	809	814	819	747
L5982	0	0	0	0	0	0	25	10	10	26	19	19
L5781	0	0	0	0	0	0	648	647	494	603	607	579
L6580	0	0	0	0	0	0	2	2	4	1	2	2
A4353	17389	17635	18317	18451	18413	18845	19270	18658	18421	18311	18558	18372
L1260	0	0	0	0	0	0	2	8	9	11	6	14
L4380	0	0	0	0	0	0	3	1	0	0	0	1
L5726	0	0	0	0	0	0	1	0	1	0	0	0
L2280	0	0	0	0	0	0	2035	1976	1718	2002	2006	1821
L0455	0	0	0	0	0	0	0	0	4	10	17	29
Q4008	1	0	0	0	0	0	0	0	0	0	0	0
A6540	165	162	156	203	123	185	145	160	123	146	127	146
L3982	0	0	0	0	0	0	1048	1181	1198	1124	1167	1099
L0623	0	0	0	0	0	0	16	7	2	6	5	11
K0462	0	0	0	11129	8969	7533	7904	7608	8115	9454	9972	8017
L2220	0	0	0	0	0	0	2992	3030	2663	2982	3068	2915
B4158	21	17	13	16	15	25	15	22	26	22	21	22
L8001	0	0	0	0	0	0	636	694	395	470	518	694
L5614	0	0	0	0	0	0	1	6	3	2	1	4
L0978	0	0	0	0	0	0	2	2	4	4	1	3
L3203	0	0	0	0	0	0	3	2	0	5	4	6
E2369	0	0	0	191	175	192	172	153	126	148	157	139
L1930	4516	4471	4480	4175	3813	4098	4043	3712	3436	3783	3835	3446
L0160	0	0	0	0	0	0	116	90	80	105	130	94
L5450	0	0	0	0	0	0	144	152	120	157	133	145
L2010	0	0	0	0	0	0	7	3	7	5	4	2
K0077	0	0	0	1145	1260	1233	1091	1322	1051	1180	1382	1310
L7499	0	0	0	0	0	0	117	131	113	133	119	94
L0810	0	0	0	0	0	0	4	7	5	7	3	3
E0450	5919	5663	5367	5081	4976	4810	4741	4656	4662	4363	4271	4110
B4152	94287	92463	87660	86306	87131	85341	85967	86521	89285	87070	88563	86481
A6213	735	674	763	673	697	707	771	767	713	746	827	899
L6584	0	0	0	0	0	0	0	0	1	1	4	0
A4483	0	0	0	0	0	0	590	638	666	636	609	520
K0003	265437	260687	252763	244416	243678	235877	226733	214131	203749	190343	182523	175555
L5971	0	0	0	0	0	0	24	26	40	19	29	29
L1847	0	0	0	0	0	0	27	15	13	15	13	13
L7260	0	0	0	0	0	0	7	8	8	4	11	10
E2210	0	0	0	2258	1964	2020	2015	1695	1695	1737	1796	1757
L2415	0	0	0	0	0	0	496	512	476	481	450	461
A4490	31	55	60	62	100	80	39	77	45	29	41	17
L5814	0	0	0	0	0	0	159	172	129	158	141	150
L1300	0	0	0	0	0	0	19	21	19	27	14	30
L3595	0	0	0	0	0	0	3	5	5	6	9	2
L8047	0	0	0	0	0	0	2	1	1	0	1	2
E0154	0	0	0	4272	4204	4027	3612	3456	3199	3167	3348	3087
L1848	0	0	0	0	0	0	0	0	6	21	3	5
L0190	0	0	0	0	0	0	48	41	48	60	40	29
L1640	0	0	0	0	0	0	5	0	7	2	3	1
A6224	535	457	440	384	385	410	534	585	564	739	782	768
E0433	0	0	0	118	137	84	58	42	40	34	23	22
L1100	0	0	0	0	0	0	0	0	1	0	0	0
A6211	765	688	746	776	660	708	852	873	812	868	957	932
L0457	0	0	0	0	0	0	0	0	172	374	476	587
L5859	0	0	0	0	0	0	9	7	4	6	2	0
L4090	0	0	0	0	0	0	43	40	37	39	29	34
L5683	0	0	0	0	0	0	564	509	382	505	483	537
L0970	0	0	0	0	0	0	21	10	12	7	15	13
L6623	0	0	0	0	0	0	6	7	5	3	5	3
E1810	17660	16621	15799	0	0	0	0	0	0	0	0	0
E0294	0	0	0	2171	2244	2150	2374	2525	2806	2821	2913	2738
L5718	0	0	0	0	0	0	0	1	0	3	1	2
L2780	0	0	0	0	0	0	1600	1498	1285	1463	1508	1464
L3961	0	0	0	0	0	0	2	4	3	5	3	4
L2680	0	0	0	0	0	0	2	2	6	7	6	8
L6722	2	3	6	3	5	3	3	6	4	3	4	2
A4580	164	184	106	23	33	23	26	15	18	19	19	12
L1800	2	2	3	0	1	1	1	1	0	0	0	0
E1340	0	0	0	0	0	1	0	0	0	0	0	0
L7364	0	0	0	0	0	0	12	8	4	5	10	8
L8039	0	0	0	0	0	0	24	42	12	15	19	16
L8300	441	455	457	416	411	382	434	380	336	338	340	319
B4149	0	0	0	853	825	771	738	727	762	669	658	649
Q4038	101	173	71	4	9	7	1	4	8	14	10	3
L5961	0	0	0	0	0	0	2	8	4	12	7	6
L1280	0	0	0	0	0	0	7	5	7	6	6	14
L8501	0	0	0	0	0	0	1629	1652	1614	1515	1637	1696
L8619	0	0	0	0	0	0	0	0	1	0	0	0
L2385	0	0	0	0	0	0	420	422	363	389	364	366
L5682	0	0	0	0	0	0	36	41	33	41	32	38
A7046	102877	108890	104971	110904	110184	118659	109541	123946	120609	137792	148129	158552
L3933	0	0	0	0	0	0	2579	2665	3117	3054	2772	2915
L0974	0	0	0	0	0	0	16	16	21	9	13	10
E0316	0	0	0	20	20	16	16	18	10	16	6	4
A7033	108218	115520	110931	117748	114697	122167	115033	126711	124161	134728	146292	156777
E0291	0	0	0	1	0	0	2	3	3	8	7	3
L1050	0	0	0	0	0	0	15	16	18	10	10	15
E0731	8222	7426	6588	0	0	0	0	0	0	0	0	0
