PROCEDURE_CODE	Q12012	Q22012	Q32012	Q42012	Q12013	Q22013	Q32013	Q42013	Q12014	Q22014	Q32014	Q42014
E2392	0	0	0	8391	6729	5127	5490	4793	4838	5922	6360	5707
L3650	6547	6506	6506	6480	6876	6978	7442	7856	8403	7807	7470	6999
B4082	0	0	0	37	52	51	40	46	29	37	30	25
L1830	10506	10507	10310	9986	9995	10246	10549	10315	10216	10794	10989	10354
E0656	216	31	23	28	32	41	20	21	18	18	13	9
E0660	69	74	72	73	94	62	64	37	37	40	35	25
A6241	35	20	21	13	27	35	39	41	39	33	46	40
K0738	196956	190073	181812	179193	186470	182339	190701	200037	214538	220999	227759	227727
E2607	0	0	0	4030	3513	3330	3271	3359	3233	3276	3221	3055
B4153	11698	11463	10842	10464	10738	10470	10201	10476	10686	10268	10336	10275
E0912	0	0	0	4182	4298	4140	3924	3651	3460	3158	3022	3040
E1028	15657	16651	15218	15554	13440	14053	15189	16702	15734	16586	16981	17285
L3510	73	92	88	95	81	82	79	65	68	67	47	58
E0444	55254	56215	56615	56153	57287	56054	55884	53370	51420	46405	43498	40282
B9998	1217	1124	969	937	1043	1090	776	758	797	691	762	730
T4525	0	0	0	1	0	0	0	2	0	1	1	0
95800	0	0	0	1	0	0	1	0	0	0	0	0
K0814	0	0	0	1383	1288	1127	1012	867	696	544	380	203
E2614	0	0	0	61	38	31	35	34	38	38	47	38
E0461	818	794	791	745	667	684	683	645	688	703	707	726
A7000	46485	47094	45436	46331	45358	46662	47892	47671	44421	45550	46504	45236
A6209	25075	21717	20549	0	0	0	0	0	0	0	0	0
A7003	288599	268760	262011	0	0	0	0	0	0	0	0	0
E0960	0	0	0	1492	1331	1362	1444	1453	1563	1403	1418	1433
A5105	487	494	455	411	355	361	385	371	375	405	384	373
E2603	0	0	0	4407	4286	4120	3528	3241	3005	3306	3198	2999
L1902	19464	23627	25471	27507	21581	25264	26896	24984	24138	27908	27396	24952
E2402	32054	32429	31629	30870	29814	31592	32345	32111	30742	31155	31121	30274
E0305	0	0	0	2683	2775	2615	2657	2597	2503	2290	2551	2099
T4527	1	17	1	4	5	9	5	0	17	9	7	5
E0159	0	0	0	2104	2065	2280	1921	1429	1261	1327	1414	1279
K0849	526	553	499	0	0	0	0	0	0	0	0	0
A6255	109	123	121	128	120	102	120	208	152	132	115	95
A6238	490	445	432	435	351	288	328	296	274	303	319	314
K0108	49438	52523	51286	0	0	0	0	0	0	0	0	0
L1906	10114	8391	8084	6802	6337	7081	7217	6602	6407	7253	7219	6819
E2377	2395	2732	2429	0	0	0	0	0	0	0	0	0
E0280	0	0	0	19	35	26	17	8	11	6	10	10
E2620	3165	3438	3151	3307	2803	2898	3368	3669	3363	3683	3618	3669
Q4018	2	6	0	1	0	0	1	1	0	1	1	0
A7035	383493	389593	381178	395974	389817	413215	384995	415121	389833	428198	443392	457540
B4150	115192	108938	102519	99062	98590	94013	94912	92761	94510	88471	87411	82697
A4256	1115736	1113214	1098443	0	0	0	0	0	0	0	0	0
E2374	5187	5814	6069	0	0	0	0	0	0	0	0	0
A4424	6770	6807	7141	7391	6877	7228	7634	7754	7334	7755	8076	8138
A6248	10460	9545	9261	9070	9463	10176	10653	10308	10850	11117	10290	9212
T4526	0	0	0	3	6	8	4	3	19	4	3	3
A6539	467	493	478	613	483	511	524	574	451	494	492	630
L6880	19	15	9	16	16	22	34	31	23	39	24	27
A6239	2	3	2	6	2	5	5	3	1	0	3	0
B4154	75205	70770	64274	61462	61664	57726	56095	52893	53271	50924	50514	47402
A4358	58813	58497	58861	58746	57521	57802	57143	55389	54098	53569	53612	52062
E2211	0	0	0	1762	1652	1590	1769	1869	1927	1879	2027	1870
E2621	0	0	0	105	89	59	132	150	115	154	161	150
L6010	0	3	3	2	3	0	3	1	4	2	2	3
E2602	0	0	0	1359	1368	1420	1268	1341	1360	1437	1431	1326
E2391	0	0	0	1462	1315	1103	1305	1146	925	1132	1237	964
Q4045	3	1	0	1	0	0	0	0	0	5	0	0
Q4009	1	1	2	0	0	1	1	0	0	0	0	0
A6232	39	50	58	56	42	46	52	62	68	89	51	53
E1016	0	0	0	276	251	158	161	192	175	179	201	188
E0464	4735	5595	6605	7712	9352	11083	13606	17632	22432	27410	33773	41998
A4407	38679	40328	40804	42473	38774	40209	41504	42044	39189	40161	40706	41254
E0371	0	0	0	361	369	321	294	239	281	373	428	526
K0195	357166	347546	329427	308156	299335	281829	266784	242255	236052	226095	224282	217757
K0802	0	0	0	22	24	18	12	16	12	8	12	7
L1832	16844	20873	23246	23829	24548	28128	29008	31600	18291	17357	15642	13536
L6000	3	11	7	4	1	6	3	5	3	3	6	6
A4406	48231	48748	48581	50007	45236	45850	46321	46265	42235	42065	42426	42457
E2375	2761	3429	3661	0	0	0	0	0	0	0	0	0
E2208	0	0	0	6020	5327	4640	3939	3499	3110	3301	3288	2850
T4528	1	2	1	1	3	1	2	2	10	3	2	4
E0141	0	0	0	1406	1491	1543	1125	944	864	985	965	861
E0148	0	0	0	1024	1017	895	810	840	782	769	702	642
L3710	254	265	244	237	295	298	356	298	330	345	390	479
E0669	477	505	288	318	530	282	274	259	309	395	470	536
A4414	57691	58564	57958	58961	53710	54216	54312	54125	49936	50341	50393	50142
K0005	2495	2488	2338	0	0	0	0	0	0	0	0	0
L6706	52	62	52	56	37	39	51	47	45	48	36	39
L6707	3	3	6	5	2	3	6	5	3	5	1	6
E0671	124	128	109	108	93	109	77	58	58	152	105	124
