NPI	NPICNT	TAXONOMY_CODE	TAXONOMY_DESC1	TAXONOMY_DESC2	TAXONOMY_DESC3	ORG_TYPE_CODE	ORG_TYPE_DESC
1013966282	1	261QM1200X	Ambulatory Health Care Facilities	Clinic/Center	Magnetic Resonance Imaging (MRI)	1007003	Imaging, MRI
1134178346	3	261QM1200X	Ambulatory Health Care Facilities	Clinic/Center	Magnetic Resonance Imaging (MRI)	1007003	Imaging, MRI
1457300584	3	261QM1200X	Ambulatory Health Care Facilities	Clinic/Center	Magnetic Resonance Imaging (MRI)	1007003	Imaging, MRI
1447534581	44	261QM1200X	Ambulatory Health Care Facilities	Clinic/Center	Magnetic Resonance Imaging (MRI)	1007003	Imaging, MRI
1225087125	2	261QM1200X	Ambulatory Health Care Facilities	Clinic/Center	Magnetic Resonance Imaging (MRI)	1007003	Imaging, MRI
1366630196	24	261QM1200X	Ambulatory Health Care Facilities	Clinic/Center	Magnetic Resonance Imaging (MRI)	1007003	Imaging, MRI
1508815895	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1710924683	3	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1245246644	37	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1992939565	2	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1063453991	323	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1811941172	17	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1043240922	395	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1346661956	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1801869250	455	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1003844978	152	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1942583075	6	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1457726549	22	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1093779704	52	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1578576559	12	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1326312067	5	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1013950807	46	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1952386443	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1558332494	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1942253182	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1093768723	2	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1558504050	67	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1588859870	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1740344035	2,708	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1316987746	91	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1568787448	486	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1356390645	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1669756532	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1740213446	819	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1356382527	32	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1942253182	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1255367629	19	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1942253182	1	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1336181544	2	261QM1300X	Ambulatory Health Care Facilities	Clinic/Center	Multi-Specialty	1013008	Group Practice, General Medical
1013066513	2	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1487992871	15	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1891773727	5	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1043270564	1,271	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1528203338	4	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1437371820	6	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1093015588	1	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1578614707	3	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1912213778	72	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1346301611	2,162	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1447342720	6	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1336439553	480	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1740485010	1	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1821157892	9	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1467507640	2	261QM2500X	Ambulatory Health Care Facilities	Clinic/Center	Medical Specialty	1013008	Group Practice, General Medical
1083638530	1	261QP0905X	Ambulatory Health Care Facilities	Clinic/Center	Public Health, State or Local	1013009	Group Practice, Government/Military/VA
1548436504	1	261QP2000X	Ambulatory Health Care Facilities	Clinic/Center	Physical Therapy	1016008	Outpatient Facility, Physical Therapy Center
1275716078	1	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1619138674	1	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1861446346	8	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1619043916	14	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1205089372	1	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1134438591	1	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1295854420	65	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1962837815	21	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1609929785	3	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1073636551	44	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1699930719	2	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1669685608	9	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1326201401	9	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1598086928	735	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1265671754	33	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1871684670	3	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1669608493	13	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1356438410	1	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1588692669	11	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1538350046	1	261QP2300X	Ambulatory Health Care Facilities	Clinic/Center	Primary Care	1013008	Group Practice, General Medical
1619219433	4	261QP3300X	Ambulatory Health Care Facilities	Clinic/Center	Pain	1013015	Group Practice, Unspecified
1558384727	2	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1972589620	11	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1700984788	71	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1992834568	97	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1487607784	130	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1235127978	9	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1801897905	2	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1295733616	1	261QR0200X	Ambulatory Health Care Facilities	Clinic/Center	Radiology	1007004	Imaging, Radiology
1073813846	1,115	261QR0206X	Ambulatory Health Care Facilities	Clinic/Center	Radiology, Mammography	1007001	Imaging, Mammography
1295721090	33	261QR0400X	Ambulatory Health Care Facilities	Clinic/Center	Rehabilitation	1013008	Group Practice, General Medical
1801061650	1	261QR0400X	Ambulatory Health Care Facilities	Clinic/Center	Rehabilitation	1013008	Group Practice, General Medical
1225156888	5,395	261QR0400X	Ambulatory Health Care Facilities	Clinic/Center	Rehabilitation	1013008	Group Practice, General Medical
1154365062	1	261QR0405X	Ambulatory Health Care Facilities	Clinic/Center	Rehabilitation, Substance Use Disorder	1013008	Group Practice, General Medical
1598192460	6,882	261QR0405X	Ambulatory Health Care Facilities	Clinic/Center	Rehabilitation, Substance Use Disorder	1013008	Group Practice, General Medical
1740221795	2	261QR0405X	Ambulatory Health Care Facilities	Clinic/Center	Rehabilitation, Substance Use Disorder	1013008	Group Practice, General Medical
1205164415	9	261QR0405X	Ambulatory Health Care Facilities	Clinic/Center	Rehabilitation, Substance Use Disorder	1013008	Group Practice, General Medical
1366782062	2	261QR0800X	Ambulatory Health Care Facilities	Clinic/Center	Recovery Care	1013008	Group Practice, General Medical
1245544923	2	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1215943915	7	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1063466753	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1780650150	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1700897857	1,582	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1275640070	6	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1023029188	271	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1669658571	31	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1992845564	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1912973090	39	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1669431847	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1043580624	8	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1871507616	26	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1912173352	52	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1205827151	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1831144054	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1902885650	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1891835468	4	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1396911574	2	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1902851124	13	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1043368392	59	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1518018191	2	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1366425308	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1588696371	1	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1205944998	34	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1053415745	3	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1710966478	4	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1174586283	9	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1497068951	2	261QR1300X	Ambulatory Health Care Facilities	Clinic/Center	Rural Health	1016002	Outpatient Facility, Clinic, Rural Health
1083952113	1	261QS0132X	Ambulatory Health Care Facilities	Clinic/Center	Ophthalmologic Surgery	1013008	Group Practice, General Medical
1285908541	12	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1790860856	287	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1386689917	213	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1730304189	103	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1366716623	817	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1770538183	226	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1124011440	1	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1528332889	707	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1194994087	6	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1437300415	2	261QS1200X	Ambulatory Health Care Facilities	Clinic/Center	Sleep Disorder Diagnostic	1013008	Group Practice, General Medical
1538481577	40	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1316358583	1	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1689696270	1	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1679686349	1	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1386697688	4	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1104106632	4	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1467564302	1	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1093045908	4	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1083046874	4	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1245265842	2	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1548538200	240	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1740287531	1,012	261QU0200X	Ambulatory Health Care Facilities	Clinic/Center	Urgent Care	1016010	Outpatient Facility, Urgent Care Center
1104978519	215	261QX0203X	Ambulatory Health Care Facilities	Clinic/Center	Oncology, Radiation	1013008	Group Practice, General Medical
1700060662	3,716	261QX0203X	Ambulatory Health Care Facilities	Clinic/Center	Oncology, Radiation	1013008	Group Practice, General Medical
1962435792	8	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1992737761	66	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1578670543	1,033	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1750328852	1	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1184612764	5,959	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1427293216	1	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1144228446	1	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1679578850	1	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1447368071	368	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1619962917	14	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1609897339	4	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1730169491	5	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1346274537	1,284	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1023272945	325	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1336184019	510	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1235290818	13	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1700979465	803	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1881632818	2	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1972689172	1	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1437179231	101	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1285800326	81	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1477616571	251	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1508941097	2	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1316026941	12	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1023014206	33	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1942475074	8	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1497750699	10	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1053373480	114	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1073664116	16	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1376512988	2	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1194840421	180	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1508845322	4,351	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1396833844	5	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1548375082	1,146	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1558321836	14	273R00000X	Hospital Units	Psychiatric Unit		1006013	Hospital Specialty, Psychiatric
1669431219	1	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1538208210	5	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1750392304	27	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1629171129	1	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1437211893	2	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1720015993	43	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1538225032	297	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1891765178	19	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1821259185	1	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1912908567	44	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1508807272	19	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1174569339	11	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1134126659	8	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1134178999	3	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1871663153	2	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1972532372	5	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1497764526	4	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1962685875	26	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1912014564	458	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1003873811	9	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1033135959	3	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1477554152	38	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1518995349	154	273Y00000X	Hospital Units	Rehabilitation Unit		1006014	Hospital Specialty, Rehabilitation
1336221019	10	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1548364961	10	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1083941678	13	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1659438760	18	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1316994734	488	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1902854623	1	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1235256801	135	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1205884723	127	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1649262791	7	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1487684122	1	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1992865513	59	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1104890714	4,066	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1912947490	1	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1265579072	11	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1093796443	137	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1588868947	62	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1891808499	606	275N00000X	Hospital Units	Medicare Defined Swing Bed Unit		1006021	Hospital Unit, Swing Bed
1740404631	2	276400000X	Hospital Units	Rehabilitation, Substance Use Disorder Unit		1006014	Hospital Specialty, Rehabilitation
1457500191	4	281P00000X	Hospitals	Chronic Disease Hospital		1006017	Hospital Specialty, Unspecified
1235177486	3	281P00000X	Hospitals	Chronic Disease Hospital		1006017	Hospital Specialty, Unspecified
1336289966	9	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1235227737	7	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1104870336	9	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1891795415	4	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1134204720	3	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1275595597	6	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1457604969	2	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1376511493	2	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1912951112	1	282E00000X	Hospitals	Long Term Care Hospital		1006026	Hospital, Long Term Acute Care
1801883780	66	282N00000X	Hospitals	General Acute Care Hospital		1006022	Hospital, Acute Care
