SL_NAME	CODE_GROUP	SETTINGS	AGE_BANDS
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Abdomen_Peritoneum_and_Omentum_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Abdomen_Peritoneum_and_Omentum_Other_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Anus_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Appendix_unspecified	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Biliary_Tract_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Biliary_Tract_Other_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Diaphragm	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Female_Genital_System_Pelvic_Cavity	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Liver_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Lungs_and_Pleura	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Lymph_Nodes_and_Lymphatic_Channels	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Lymph_Nodes_and_Lymphatic_Channels_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Mediastinum	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Nails	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Pancreas_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Parathyroid_Thymus_Adrenal_Glands_and_Carotid_Body	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Parathyroid_Thymus_Adrenal_Glands_and_Carotid_Body_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Pineal_Body	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Pituitary_Gland	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Stomach_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Stomach_Other_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Trachea_and_Bronchi_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_on_the_Trachea_Carina_and_Bronchi	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Procedures_Other_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
General_Surgery	General_Surgery__Surgical_Treatment_of_Anal_Fistula_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Hysterectomy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__In_vitro_fertilization_IVF	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Laparoscopy_Hysteroscopy_of_the_Corpus_Uteri	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Myomectomy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Other_Procedures_on_the_Female_Genital_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Other_Procedures_on_the_Female_Genital_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Cervix_Uteri	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Corpus_Uteri_and_Cervix_Uteri	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Corpus_Uteri_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Cul_de_sac	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Endometrium_Nonobstetrical	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_procedures_on_the_ovary	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Oviduct	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Oviduct_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Uterine_Supporting_Structure	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Vagina_and_Cul_de_sac	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Vagina_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Procedures_on_the_Vulva_Perineum_and_Introitus	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Surgical_Treatment_of_Ectopic_Pregnancy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Vaginal_repair	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Gynecology	Gynecology__Vaginal_repair_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Arthroscopy_Procedures_of_the_Elbow	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Carpal_tunnel_decompression	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Fixation_Device_Procedures_on_the_Musculoskeletal_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__General_Grafts_or_Implants_Procedures_of_the_Musculoskeletal_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__General_Grafts_or_Implants_Procedures_of_the_Musculoskeletal_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Surgical_Arthroscopy_of_the_Wrist	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Surgical_Procedures_on_the_Forearm_and_Wrist_non_fracture_related	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Surgical_Procedures_on_the_Hand_and_Fingers_non_fracture_related	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Surgical_Procedures_on_the_Hand_and_Fingers_non_fracture_related_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Upper_Extremity_Unspecified_Site	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Surgical_Procedures_on_the_the_Humerus_and_Elbow_non_fracture_related	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Surgical_Replantation_of_the_Musculoskeletal_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Treatment_for_fracture_or_dislocation_of_radius_and_ulna	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Treatment_of_Fracture_and_or_Dislocation_of_the_Hand_and_Fingers	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hand_Wrist_and_Elbow	Hand_Wrist_and_Elbow__Treatment_of_Fracture_and_or_Dislocation_of_the_Humerus_and_Elbow	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Heart_Transplant	Heart_Transplant__Heart_lung_Transplant	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Heart_Transplant	Heart_Transplant__Heart_lung_Transplant_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Heart_Transplant	Heart_Transplant__Heart_Transplant	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hernia_Procedure	Hernia_Procedure__Hernia_repair_laparoscopic	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hernia_Procedure	Hernia_Procedure__Hernia_repair_open	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hernia_Procedure	Hernia_Procedure__Hernia_repair_open_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hip_Replacement	Hip_Replacement__Hip_replacement	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hospital_Based	Hospital_Based__Consultation_Encounters_Inpatient	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hospital_Based	Hospital_Based__Critical_Care_visit	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hospital_Based	Hospital_Based__Critical_Care_visit_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hospital_Based	Hospital_Based__Emergency_department_services	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hospital_Based	Hospital_Based__Hospital_Observation_Services	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Hospital_Based	Hospital_Based__Inpatient_visit	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Cerebrospinal_Fluid_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Cerebrovascular_Arterial_Studies	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Cholangiography_and_or_Pancreatography_Standard_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Cholangiography_and_or_Pancreatography_Standard_Imaging_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Imaging_Guidance_Techniques	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Imaging_Guidance_Techniques_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Other_Radiology_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Plain_Angiography_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Radiologic_Examination_Joint_or_Osseous_Survey	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Radiology_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Radiology_Procedures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Venography_Procedure	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Venous_Thrombosis_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Imaging	Imaging__Visceral_and_Penile_Vascular_Studies	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Implantable_Interstitial_Glucose_Monitoring_Sensor_Devices	Implantable_Interstitial_Glucose_Monitoring_Sensor_Devices__Implantable_Interstitial_Glucose_Monitoring_Sensor_Devices	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Interventional_Cardiology	Interventional_Cardiology__Percutaneous_Balloon_Valvuloplasty	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Interventional_Cardiology	Interventional_Cardiology__Percutaneous_Transluminal_Coronary_Atherectomy_Balloon_Angioplasty_or_Thrombectomy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Interventional_Cardiology	Interventional_Cardiology__Percutaneous_Transluminal_Coronary_Atherectomy_Balloon_Angioplasty_or_Thrombectomy_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Interventional_Cardiology	Interventional_Cardiology__Repair_of_Septal_Defect	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Interventional_Cardiology	Interventional_Cardiology__Septal_defect_repair	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Interventional_Cardiology	Interventional_Cardiology__Thrombolysis_Coronary;_by_Intracoronary_and_Intravenous_Infusion	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Kidney_transplant	Kidney_transplant__Kidney_transplant	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Procedure	Knee_Procedure__Amputation_of_the_Femur_Thigh_Region_and_Knee_Joint	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Procedure	Knee_Procedure__Arthroscopy_of_the_knee	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Procedure	Knee_Procedure__Arthroscopy_of_the_knee_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Procedure	Knee_Procedure__Procedures_of_the_Musculoskeletal_System_of_the_Femur_Thigh_Region_and_Knee_Joint_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Procedure	Knee_Procedure__Procedures_to_Repair_and_or_Reconstruct_the_Knee_or_Patella	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Procedure	Knee_Procedure__Treatment_of_Fracture_and_or_Dislocation_of_the_Femur_Thigh_Region_and_Knee_Joint	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Replacement	Knee_Replacement__Knee_replacement	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Knee_Replacement	Knee_Replacement__Knee_replacement_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing3	Laboratory_Testing__CBC	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing2	Laboratory_Testing__Cytogenetic_studies	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing4	Laboratory_Testing__Cytogenetic_studies_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing2	Laboratory_Testing__Cytology	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing3	Laboratory_Testing__Cytology_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing4	Laboratory_Testing__Drug_Testing	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing3	Laboratory_Testing__Drug_Testing_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing3	Laboratory_Testing__Glycosylated_hemoglobin_A1C_test	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing2	Laboratory_Testing__Lipid_panel	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing4	Laboratory_Testing__Microbiology_procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing2	Laboratory_Testing__Microbiology_procedures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing1	Laboratory_Testing__Molecular_Pathology_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing1	Laboratory_Testing__Molecular_Pathology_Procedures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing1	Laboratory_Testing__Multianalyte_Assays	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing2	Laboratory_Testing__Multianalyte_Assays_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing2	Laboratory_Testing__Organ_or_disease_oriented_panels	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing1	Laboratory_Testing__Pathology_and_Laboratory_Tests	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing1	Laboratory_Testing__Pathology_and_Laboratory_Tests_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing4	Laboratory_Testing__Prostate_specific_antigen_PSA_test	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing3	Laboratory_Testing__Prosthodontics_removable	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing4	Laboratory_Testing__Reproductive_Medicine_Lab_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing1	Laboratory_Testing__Surgical_pathology	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing4	Laboratory_Testing__Surgical_pathology_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing3	Laboratory_Testing__Therapeutic_drug_assays	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Laboratory_Testing4	Laboratory_Testing__Urinalysis	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Liver_transplant	Liver_transplant__Liver_transplant	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Lung_transplant	Lung_transplant__Lung_transplant	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Lung_transplant	Lung_transplant__Lung_transplant_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Male_Genital_Procedure	Male_Genital_Procedure__Other_Procedures_on_the_Male_Genital_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Male_Genital_Procedure	Male_Genital_Procedure__Other_Procedures_on_the_Male_Genital_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Male_Genital_Procedure	Male_Genital_Procedure__Surgical_Procedures_on_the_Male_Genital_System_Perineum	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
MOHS_Procedures	MOHS_Procedures__Surgical_Destruction_of_the_Integumentary_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
MOHS_Procedures	MOHS_Procedures__Surgical_Destruction_of_the_Integumentary_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
MR_Studies	MR_Studies__Magnetic_Resonance_Angiography_MRA	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
MRI	MRI__Magnetic_Resonance_Imaging_MRI	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
MRI	MRI__Magnetic_Resonance_Imaging_MRI_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neonatal_and_Newborn	Neonatal_and_Newborn__Neonatal_and_Pediatric_Critical_Care_and_Intensive_Services	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neonatal_and_Newborn	Neonatal_and_Newborn__Newborn_care	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Central_Motor_Evoked_Potential_Study	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Continuous_Intraoperative_Neurophysiology_Monitoring_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Developmental_Testing_and_Screening	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Developmental_Testing_and_Screening_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Evaluation_of_Implanted_Neurostimulator	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Evaluation_of_Implanted_Neurostimulator_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Needle_Electromyography	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Needle_Electromyography_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Nerve_Conduction_Study	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Neurology_and_Neuromuscular_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Neurology_and_Neuromuscular_Procedures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Neuropsychological_Testing	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Psychological_and_neuropsychological_tests	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Psychological_and_neuropsychological_tests_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Psychological_Testing	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Seizure_Activity_Event_Monitor_Data_Recording_and_Analysis	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Short_Latency_Somatosensory_Evoked_Potential_Study	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Testing_of_Autonomic_Nervous_System_Function	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Vestibular_function_tests	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurology	Neurology__Vestibular_function_tests_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Measurement_or_Monitoring_of_Services_and_Procedures_on_the_Central_Nervous_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Measurement_or_Monitoring_of_Services_and_Procedures_on_the_Central_Nervous_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Measurement_or_Monitoring_of_Services_and_Procedures_on_the_Peripheral_Nervous_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Other_Procedures_on_the_Nervous_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Other_Procedures_on_the_Nervous_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_Procedures_of_the_Cranial_Nerve	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_Procedures_on_the_Base_of_the_Skull	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_Procedures_on_the_Base_of_the_Skull_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_Procedures_on_the_Extracranial_Nerves_Peripheral_Nerves_and_Autonomic_Nervous_System_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_Procedures_on_the_Extracranial_Nerves_Peripheral_Nerves_and_Autonomic_Nervous_System_Other_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_Procedures_on_the_Skull_Meninges_and_Brain_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_Procedures_on_the_Skull_Meninges_and_Brain_Other_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_procedures_on_the_spinal_cord	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Neurosurgery	Neurosurgery__Surgical_procedures_on_the_spinal_cord_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Cardiac_Blood_Pool_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Cardiac_Blood_Pool_Imaging_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Diagnostic_Nuclear_Medicine_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Diagnostic_Nuclear_Medicine_Procedures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Myelogram	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Myocardial_Perfusion_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Myocardial_Perfusion_Imaging_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Nuclear_Medicine	Nuclear_Medicine__Other_Diagnostic_Nuclear_Medicine_Procedures_on_the_Cardiovascular_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Obstetrics	Obstetrics__Induced_abortion	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Obstetrics	Obstetrics__Surgical_Antepartum_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Oral_Maxillofacial	Oral_Maxillofacial__Procedures_on_the_Face_or_Scalp	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Oral_Maxillofacial	Oral_Maxillofacial__Treatment_facial_fracture_or_dislocation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Orthodontics	Orthodontics__Orthodontics	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other1	Other__Acupuncture	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other2	Other__Acupuncture_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other3	Other__Audiology_Evaluation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other2	Other__Chiropractic_manipulative_treatment_CMT	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other1	Other__Health_and_Behavior_Assessments_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other3	Other__Immunization_Administration_Fee	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other3	Other__Measurement_and_Monitoring_Services_and_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other4	Other__Medical_Education_Services	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other1	Other__Minor_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other4	Other__Non_Oncology_IV_Infusions	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other4	Other__Non_Oncology_IV_Infusions_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other2	Other__Nutrition_therapy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other3	Other__Osteopathic_Manipulative_Treatment_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other2	Other__Other_Evaluation_and_Management_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other4	Other__Other_Evaluation_and_Management_Procedures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other1	Other__Photodynamic_Therapy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other2	Other__Surgical_Procedures_on_the_Pharynx_Adenoids_and_Tonsils_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
